"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome"
"","html-keyboard-response","15","76219","0.0-15.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","",""
"","html-keyboard-response","16","76811","0.0-16.0","590.5","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","",""
"","html-keyboard-response","17","78316","0.0-17.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","",""
"","html-keyboard-response","18","78936","0.0-18.0","617.7000000476837","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","",""
"","html-keyboard-response","19","80441","0.0-19.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","",""
"","html-keyboard-response","20","80756","0.0-20.0","314","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","",""
"","html-keyboard-response","21","82259","0.0-21.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>","null","","","","","","","","","","",""
"","html-keyboard-response","22","82822","0.0-22.0","561.4000000953674","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","",""
"","html-keyboard-response","23","84324","0.0-23.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","",""
"","html-keyboard-response","24","84660","0.0-24.0","334.19999980926514","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","",""
"","html-keyboard-response","25","86177","0.0-25.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","",""
"","html-keyboard-response","26","89052","0.0-26.0","2874.0999999046326","<div class='center'><p> See, he could rob the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","27","95749","0.0-27.0","6694.600000143051","<div class='center'><p>You will get to choose which of three pirates you want to rob the next ship. <p>Press the <b>‘1’</b> button on your keyboard to pick the pirate with the red beard.</p><p> Press <b>‘2’</b> to pick the pirate with the white beard.</p><p> Press <b>‘3’</b> to pick the pirate with the black beard.</p><p>Try picking a pirate now!</p><p><img src='run_exp/static/images/tutorial/all_pirates.png' height='500'></p></div>","51","","","","","","","","","","",""
"","html-keyboard-response","28","97609","0.0-28.0-0.0","1856.7999999523163","<div class='center'><p>This pirate could rob the ship!</p><p><img src='run_exp/static/images/tutorial/black_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","29","99505","0.0-28.0-1.0","1895.2000000476837","<div class='center'><p>Now try choosing another</p><p><img src='run_exp/static/images/tutorial/all_pirates.png' height='500'></p></div>","50","","","","","","","","","","",""
"","html-keyboard-response","30","102628","0.0-29.0-0.0","3121.5","<div class='center'><p>This pirate could not rob the ship!</p><p><img src='run_exp/static/images/tutorial/white_no_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","31","118669","0.0-30.0-0.0","16039.5","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p>You can’t collect more gold coins. You just have to sit and wait.</p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","32","141947","0.0-30.0-1.0","23276.299999952316","<div class='center'><p>Once you choose a pirate, you’ll be shown the ship they are robbing.</p><p>You will never rob the same ship twice.</p><p>Ships can be told apart from one another by the image on them.</p><p> Every time you see a ship, you will have to remember on which island you saw it.</p><p> Remembering correctly will help you win more bonus money!</p><p>A helpful strategy is to try to come up with a story of the object on the ship interacting with the current island scene.</p><p> For example, here, you could imagine a mug full of water in the desert. </p><p>For a ship with an apple on it on the forest island, you could imagine an apple falling from a tree in the forest.</p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","33","150824","0.0-30.0-2.0","8876.200000047684","<div class='center'><p>How good a pirate is at robbing ships will depend on the current island.</p><p> A pirate may have visited the island many times before and gained a lot of practice robbing ships there.</p><p>So, they're more likely to bring back gold coins than a pirate who has never visited this island before. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","34","164652","0.0-30.0-3.0","13826.799999952316","<div class='center'><p>How good a pirate is at robbing ships can also change over the time spent on the island<p> Ships may hear from islanders about the pirates coming and will improve their protection against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and lower their protection. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","35","193531","0.0-30.0-4.0","28877.599999904633","<div class='center'><p>Let's go over the instructions quickly again.You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island.</p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>How much bonus money you make is based on both. </p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First pick a pirate using the <b> 1, 2, 3 </b> buttons on your keyboard. When you are shown a ship, try to remember the island you’re on by making up a story.</p><p> You only have 3 seconds to pick a pirate, so please make a choice quickly! If you are too slow, you’ll have to wait a bit during the time out.</p><p> Don’t feel rushed, but please do try to make a choice every time.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck, remember press <b>'1'</b> to choose red beard, <b>'2'</b> to choose white beard, and <b>'3'</b> to choose black beard</p><p><b>[Press the space bar to begin the practice game]</b></p></div>","32","","","","","","","","","","",""
"","do_welcome","36","195057","0.0-30.0-5.0","null","","","","null","","","","","","","","",""
"","do_trial","37","201087","0.0-30.0-6.0","null","","","","null","1,0,0","","","","","","","",""
"","html-keyboard-response","38","202096","0.0-31.0-0.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","39","207167","0.0-31.0-1.0","560.2999999523163","","","","50","1,0,0","","","","","","","",""
"","html-keyboard-response","40","208178","0.0-32.0-0.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","41","213737","0.0-32.0-1.0","1042.2999999523163","","","","50","1,1,0","","","","","","","",""
"","html-keyboard-response","42","214746","0.0-33.0-0.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","43","219877","0.0-33.0-1.0","614.2000000476837","","","","49","1,0,1","","","","","","","",""
"","html-keyboard-response","44","220898","0.0-34.0-0.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","45","226326","0.0-34.0-1.0","915.8000001907349","","","","50","0,1,0","","","","","","","",""
"","html-keyboard-response","46","227333","0.0-35.0-0.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","47","232362","0.0-35.0-1.0","518","","","","49","1,0,0","","","","","","","",""
"","do_bye","48","233877","0.0-36.0-0.0","null","","","","null","","","","","","","","",""
"","do_travel","49","239887","0.0-36.0-1.0","null","","","","null","","","","","","","","",""
"","do_welcome","50","241403","0.0-36.0-2.0","null","","","","null","","","","","","","","",""
"","do_trial","51","246465","0.0-36.0-3.0","545.7999999523163","","","","51","1,0,0","","","","","","","",""
"","html-keyboard-response","52","247471","0.0-37.0-0.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","53","252280","0.0-37.0-1.0","285.59999990463257","","","","50","1,0,1","","","","","","","",""
"","html-keyboard-response","54","253294","0.0-38.0-0.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","55","258174","0.0-38.0-1.0","362","","","","50","1,1,0","","","","","","","",""
"","html-keyboard-response","56","259181","0.0-39.0-0.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","57","263917","0.0-39.0-1.0","210.20000004768372","","","","50","0,0,1","","","","","","","",""
"","html-keyboard-response","58","264919","0.0-40.0-0.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","59","269637","0.0-40.0-1.0","211.39999985694885","","","","49","1,0,1","","","","","","","",""
"","html-keyboard-response","60","270028","0.0-41.0-0.0","388.2999999523163","<div class='center'><p><img src='run_exp/static/images/tutorial/prac_best_pirate.png'  height='500'></p></div>","49","","","","","","","","","","",""
"","html-keyboard-response","61","272737","0.0-42.0-0.0","2707.9000000953674","<div class='center'><p>That's correct! Red beard was the best.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","62","279105","0.0-42.0-1.0","6367.200000047684","<div class='center'><p><img src='run_exp/static/images/tutorial/prac_source.png'  height='500'></p></div>","50","","","","","","","","","","",""
"","html-keyboard-response","63","280987","0.0-43.0-0.0","1880.4000000953674","<div class='center'><p>That's correct! You saw this ship on the cavern island.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","64","285924","0.0-43.0-1.0","4936.099999904633","<div class='center'><p>Good job on the practice game! Now, you will be asked you some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p><p><b>[Press the space bar to begin the quiz]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","65","290225","0.0-43.0-2.0","4299.399999856949","<div class='center'><p>You win bonus money by making choices as fast as possible.</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","",""
"","html-keyboard-response","66","291357","0.0-44.0-0.0","1130.5","<div class='center'><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","67","295704","0.0-44.0-1.0","4345.200000047684","<div class='center'><p>You press the <b>‘3’</b> button on the keyboard to choose the red bearded pirate. </p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","",""
"","html-keyboard-response","68","297101","0.0-45.0-0.0","1395.9000000953674","<div class='center'><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","69","302295","0.0-45.0-1.0","5193.100000143051","<div class='center'><p>The pirate who is the best at robbing ships on the first island will be the best on every other island.</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","",""
"","html-keyboard-response","70","303627","0.0-46.0-0.0","1328.5","<div class='center'><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","71","307806","0.0-46.0-1.0","4177.5","<div class='center'><p>You should remember the island where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>","49","","","","","","","","","","",""
"","html-keyboard-response","72","309399","0.0-47.0-0.0","1584.5","<div class='center'><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","73","311401","0.0-48.0-0.0","2001.5999999046326","<div class='center'><p>Good job! You’re now ready to move on to the real game!</p> <p><br>[press the space bar to begin!]</br></p></div>","32","","","","","","","","","","",""
"","do_welcome","74","312917","0.0-49.0-0.0","null","","","","null","","","","","","","","",""
"","do_trial","75","318135","0.0-50.0-0.0","671.2000000476837","","","","50","0,1,0","0","city","0","probe-87","0.6","0.3","0.1","1"
"","html-keyboard-response","76","319156","0.0-50.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","77","324058","0.0-51.0-0.0","356.39999985694885","","","","50","1,0,0","0","city","1","probe-190","0.5556895864247113","0.30820888140318464","0.19871990283597485","0"
"","html-keyboard-response","78","325066","0.0-51.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","79","330058","0.0-52.0-0.0","443.19999980926514","","","","50","0,0,0","0","city","2","probe-92","0.5327614038215287","0.061220815251216296","0.0849399571309109","0"
"","html-keyboard-response","80","331064","0.0-52.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","81","335956","0.0-53.0-0.0","341","","","","49","0,1,0","0","city","3","probe-20","0.5794008646528981","0.2601791704033501","0.15733632966263733","0"
"","html-keyboard-response","82","336978","0.0-53.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","83","342094","0.0-54.0-0.0","560.3999998569489","","","","51","1,0,0","0","city","4","probe-184","0.7126543291261775","0.16859700140353995","0.05728016590225701","0"
"","html-keyboard-response","84","343097","0.0-54.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","85","347838","0.0-55.0-0.0","182.40000009536743","","","","50","1,0,0","0","city","5","probe-229","0.6545550803635674","0.2267777977652712","0.07870236455995526","0"
"","html-keyboard-response","86","348859","0.0-55.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","87","353878","0.0-56.0-0.0","473.09999990463257","","","","50","1,0,0","0","city","6","probe-31","0.7361680191501663","0.27512120938977247","0.19981174401003202","0"
"","html-keyboard-response","88","354888","0.0-56.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","89","360104","0.0-57.0-0.0","677.2000000476837","","","","51","1,0,0","0","city","7","probe-12","0.6491559608568416","0.2391420773754104","0.12843784052103493","0"
"","html-keyboard-response","90","361108","0.0-57.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","91","366033","0.0-58.0-0.0","388.2000000476837","","","","51","1,1,0","0","city","8","probe-194","0.6698174448049903","0.3415736648939132","0.08622200592063489","0"
"","html-keyboard-response","92","367051","0.0-58.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","93","371924","0.0-59.0-0.0","296.59999990463257","","","","49","1,0,0","0","city","9","probe-25","0.7042488845957867","0.346231137387386","0.17276309227770917","1"
"","html-keyboard-response","94","372926","0.0-59.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","95","377779","0.0-60.0-0.0","310.7999999523163","","","","49","0,0,0","0","city","10","probe-78","0.70658343138972","0.2294192529383573","0.12934814622119606","0"
"","html-keyboard-response","96","378784","0.0-60.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","97","383568","0.0-61.0-0.0","249.79999995231628","","","","49","1,0,0","0","city","11","probe-38","0.5848927336386466","0.23771258656938782","0.14050099664084412","1"
"","html-keyboard-response","98","384577","0.0-61.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","99","390477","0.0-62.0-0.0","1345.0999999046326","","","","49","0,0,0","0","city","12","probe-60","0.6844169998586104","0.3854056616513985","0.08697619999856801","0"
"","html-keyboard-response","100","391487","0.0-62.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","101","396295","0.0-63.0-0.0","265.5","","","","49","1,0,0","0","city","13","probe-110","0.7871101204014407","0.17472649722797878","0.07773815791884159","1"
"","html-keyboard-response","102","397297","0.0-63.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","103","402175","0.0-64.0-0.0","324.2999999523163","","","","49","1,0,0","0","city","14","probe-88","0.7258338072614874","0.18780621353828017","0.1263690349509991","1"
"","html-keyboard-response","104","403188","0.0-64.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","105","408014","0.0-65.0-0.0","268.2000000476837","","","","49","1,1,1","0","city","15","probe-91","0.6759465293679","0.16387482753046753","0.3042098688035457","1"
"","html-keyboard-response","106","409027","0.0-65.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","107","413967","0.0-66.0-0.0","395","","","","49","0,0,0","0","city","16","probe-202","0.4459650581769837","0.21800494763914852","0.27014404754197274","0"
"","html-keyboard-response","108","414977","0.0-66.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","109","419915","0.0-67.0-0.0","391.89999985694885","","","","49","1,0,0","0","city","17","probe-26","0.47137082451081197","0.22072452930861083","0.0632456728458579","1"
"","html-keyboard-response","110","420921","0.0-67.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","111","426246","0.0-68.0-0.0","765.2000000476837","","","","49","1,1,0","0","city","18","probe-40","0.39477449780743973","0.2728349230878799","0.25328134462463747","1"
"","html-keyboard-response","112","427255","0.0-68.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","113","432267","0.0-69.0-0.0","461.90000009536743","","","","49","0,1,1","0","city","19","probe-185","0.5196633815843323","0.25767862656003043","0.07574257181938326","0"
"","html-keyboard-response","114","433277","0.0-69.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","115","438187","0.0-70.0-0.0","344.7000000476837","","","","49","0,1,0","0","city","20","probe-222","0.6575124529947276","0.3194370106218155","0.1454893143706903","0"
"","html-keyboard-response","116","439197","0.0-70.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","117","444027","0.0-71.0-0.0","276.30000019073486","","","","49","0,0,0","0","city","21","probe-173","0.6376238231707816","0.4105492131672503","0.18533440560516076","0"
"","html-keyboard-response","118","445041","0.0-71.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","119","449853","0.0-72.0-0.0","271.59999990463257","","","","49","1,0,0","0","city","22","probe-146","0.4823734728984658","0.40278758485549354","0.05709592043341777","1"
"","html-keyboard-response","120","450859","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","121","455740","0.0-73.0-0.0","337.7000000476837","","","","49","0,1,0","0","city","23","probe-97","0.5381509001058109","0.5212841169852707","0.052404812461647056","0"
"","html-keyboard-response","122","456747","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","123","461687","0.0-74.0-0.0","387","","","","49","1,0,0","0","city","24","probe-147","0.6221552937267807","0.3542756962708593","0.09932488819674597","1"
"","html-keyboard-response","124","462697","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","125","467637","0.0-75.0-0.0","402.39999985694885","","","","49","1,1,1","0","city","25","probe-163","0.691730893203028","0.1616674841675436","0.14700887835961876","1"
"","html-keyboard-response","126","468649","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","127","473469","0.0-76.0-0.0","260.09999990463257","","","","49","1,0,0","0","city","26","probe-56","0.7581519446845455","0.10313339410602158","0.08607242419624714","1"
"","html-keyboard-response","128","474484","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","129","479379","0.0-77.0-0.0","351","","","","49","0,1,0","0","city","27","probe-130","0.47828490734826545","0.22947433019224128","0.17932259847083468","0"
"","html-keyboard-response","130","480389","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","131","485227","0.0-78.0-0.0","288.30000019073486","","","","49","1,0,0","0","city","28","probe-111","0.7173265913706212","0.09325131969713894","0.05909364443940394","1"
"","html-keyboard-response","132","486229","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","133","491315","0.0-79.0-0.0","544.7999999523163","","","","49","0,0,0","0","city","29","probe-51","0.6376693354728651","0.07983299454561864","0.0742722061548","0"
"","html-keyboard-response","134","492320","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_bye","135","493840","0.0-80.0-0.0","null","","","","null","","","","","","","","",""
"","do_travel","136","499844","0.0-81.0-0.0","null","","","","null","","","","","","","","",""
"","do_welcome","137","501365","0.0-81.0-1.0","null","","","","null","","","","","","","","",""
"","do_trial","138","506609","0.0-82.0-0.0","687.7999999523163","","","","50","1,1,0","1","countryside","30","probe-127","1","0.09988448630770932","0.12351781804425527","1"
"","html-keyboard-response","139","507619","0.0-82.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","140","512510","0.0-83.0-0.0","333","","","","50","1,0,0","1","countryside","31","probe-76","1","0.1144108029899002","0.12221022023492033","0"
"","html-keyboard-response","141","513518","0.0-83.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","142","518280","0.0-84.0-0.0","216.90000009536743","","","","50","1,1,0","1","countryside","32","probe-84","1","0.2783858229923596","0.09432275440190957","1"
"","html-keyboard-response","143","519290","0.0-84.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","144","524182","0.0-85.0-0.0","349.2999999523163","","","","50","1,0,0","1","countryside","33","probe-225","0.8526531069479014","0.24342865595175064","0.17230027335507425","0"
"","html-keyboard-response","145","525190","0.0-85.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","146","529960","0.0-86.0-0.0","219.70000004768372","","","","50","1,0,0","1","countryside","34","probe-55","0.9451343497378993","0.19690767083945385","0.05536430823937584","0"
"","html-keyboard-response","147","530971","0.0-86.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","148","535757","0.0-87.0-0.0","241.09999990463257","","","","51","0,0,0","1","countryside","35","probe-123","0.8041330523176353","0.24129273505285917","0.16556761548220608","0"
"","html-keyboard-response","149","536770","0.0-87.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","150","541740","0.0-88.0-0.0","426.40000009536743","","","","50","1,0,0","1","countryside","36","probe-29","0.8085831466890534","0.33909902012097975","0.3072131156109621","0"
"","html-keyboard-response","151","542750","0.0-88.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","152","547650","0.0-89.0-0.0","346.10000014305115","","","","50","1,1,0","1","countryside","37","probe-39","0.8218218424168052","0.29955003161663635","0.20980120638315636","1"
"","html-keyboard-response","153","548660","0.0-89.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","154","553601","0.0-90.0-0.0","398.2000000476837","","","","50","1,1,0","1","countryside","38","probe-83","0.819804960365824","0.38252231403604753","0.28933629814841133","1"
"","html-keyboard-response","155","554620","0.0-90.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","156","559410","0.0-91.0-0.0","231.09999990463257","","","","50","1,0,0","1","countryside","39","probe-89","0.6708220013035904","0.4633199439499292","0.24006052040013337","0"
"","html-keyboard-response","157","560421","0.0-91.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","158","565341","0.0-92.0-0.0","369.10000014305115","","","","50","1,1,0","1","countryside","40","probe-57","0.6102311129371293","0.47653269405425364","0.2649029597947936","1"
"","html-keyboard-response","159","566346","0.0-92.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","160","571272","0.0-93.0-0.0","390","","","","50","1,0,1","1","countryside","41","probe-34","0.5666714333756686","0.3210505953244004","0.33079034462622914","0"
"","html-keyboard-response","161","572281","0.0-93.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","162","577281","0.0-94.0-0.0","454.5","","","","50","1,1,1","1","countryside","42","probe-44","0.357731875982161","0.4411598682518447","0.20263146261840195","1"
"","html-keyboard-response","163","578293","0.0-94.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","164","583461","0.0-95.0-0.0","606.5999999046326","","","","50","0,1,0","1","countryside","43","probe-136","0.17954467225789458","0.520484082283153","0.2196262028561975","1"
"","html-keyboard-response","165","584468","0.0-95.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","166","589538","0.0-96.0-0.0","523.5999999046326","","","","50","0,1,0","1","countryside","44","probe-164","0.09901643374996759","0.5120272949019412","0.2791044562789487","1"
"","html-keyboard-response","167","590551","0.0-96.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","168","595341","0.0-97.0-0.0","247.29999995231628","","","","50","0,1,0","1","countryside","45","probe-188","0.165248664644162","0.5846564961772928","0.2719405644843578","1"
"","html-keyboard-response","169","596349","0.0-97.0-1.0","null","<p></p>","null","","","","","","","","","","",""
