success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,subject_id,participant_id,age,gender,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,probe_img_id,pR_red,pR_white,pR_black,outcome,contextArray_ind,validImageProbes,invalidImageProbes,pRew_Red,pRew_White,pRew_Black,availableForMemProbe,choice_blocks
,instruc5,10,151731,0.0-10.0,30937.7,run_exp/static/audio/clip_5_probabilistic.m4a,49,,,,,"<div class='center'><p>Even the most skilled pirate can not rob EVERY ship.</p><p> Some ships will have very strong protections against pirate attacks.</p><p> Blue beard, here, is very, very good at robbing ships, but he won't be successful every time he tries to rob one.</p><p> You can press the <b>‘1’</b> key on the keyboard to choose him.</p><p> Try choosing him 10 times to see how often he succeeds at robbing a ship. </p><p><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>",,,,,,,,,,,,,,,,,,
,html-keyboard-response,11,153238,0.0-11.0,null,<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,12,155637,0.0-12.0,2397,<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,13,157151,0.0-13.0,null,<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,14,157878,0.0-14.0,724.3,<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,15,159381,0.0-15.0,null,<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,16,159789,0.0-16.0,406.9,<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,17,161292,0.0-17.0,null,<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,18,161734,0.0-18.0,440.9,<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,19,163244,0.0-19.0,null,<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,20,163802,0.0-20.0,556.2,<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,21,165311,0.0-21.0,null,<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,22,165810,0.0-22.0,497,<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,23,167322,0.0-23.0,null,<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,24,167831,0.0-24.0,508.2,<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,25,169353,0.0-25.0,null,<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,26,169828,0.0-26.0,474,<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,27,171343,0.0-27.0,null,<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,28,171728,0.0-28.0,383.2,<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,29,173242,0.0-29.0,null,<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,,,,,,,,,,
,instruc6,30,180600,0.0-30.0,null,run_exp/static/audio/clip_6_blue_beard_outcome.m4a,null,,,,,"<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p></div>",,,,,,,,,,,,,,,,,,
,html-keyboard-response,31,181773,0.0-31.0,1172,"<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>",32,,,,,,,,,,,,,,,,,,,,,,,
,audio-keyboard-response,32,213898,0.0-32.0,32122.2,run_exp/static/audio/clip_7_pick_pirate.m4a,51,,,,,,,,,,,,,,,,,,,,,,,
,audio-keyboard-response,33,221283,0.0-33.0-0.0,7378.4,run_exp/static/audio/clip_8_chosen_pirate_win.m4a,32,,,,,,,,,,,,,,,,,,,,,,,
,audio-keyboard-response,34,225569,0.0-33.0-1.0,4282.4,run_exp/static/audio/clip_9_pick_a_pirate_again.m4a,49,,,,,,,,,,,,,,,,,,,,,,,
,audio-keyboard-response,35,232820,0.0-34.0-0.0,7227.9,run_exp/static/audio/clip_10_chosen_pirate_loss.m4a,32,,,,,,,,,,,,,,,,,,,,,,,
,instruc9,36,240036,0.0-35.0-0.0,null,run_exp/static/audio/clip_11_time_out.m4a,null,,,,,"<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p></div>",,,,,,,,,,,,,,,,,,
,html-keyboard-response,37,240756,0.0-35.0-1.0,717.5,"<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>",32,,,,,,,,,,,,,,,,,,,,,,,
,instruc10,38,289401,0.0-35.0-2.0,null,run_exp/static/audio/clip_12_probe.m4a,null,,,,,"<div class='center'><p>Once you've choose a pirate, you’ll be shown the ship they are robbing.</p><p>You will never rob the same ship twice. After all, ships that have already been robbed won’t have gold on them. </p><p>Ships can be told apart from one another by the image on them. See, this one has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on.You will win more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p></div>",,,,,,,,,,,,,,,,,,
,html-keyboard-response,39,290714,0.0-35.0-3.0,1311.2,"<div class='center'><p>Once you've choose a pirate, you’ll be shown the ship they are robbing.</p><p>You will never rob the same ship twice. After all, ships that have already been robbed won’t have gold on them. </p><p>Ships can be told apart from one another by the image on them. See, this one has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on.You will win more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>",32,,,,,,,,,,,,,,,,,,,,,,,
,instruc11,40,311630,0.0-35.0-4.0,null,run_exp/static/audio/clip_13_changepoint.m4a,null,,,,,"<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p></div>",,,,,,,,,,,,,,,,,,
,html-keyboard-response,41,312289,0.0-35.0-5.0,657.6,"<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p><p><b>[Press the space bar to continue]</b></p></div>",32,,,,,,,,,,,,,,,,,,,,,,,
,instruc12,42,340350,0.0-35.0-6.0,null,run_exp/static/audio/clip_14_drift.m4a,null,,,,,"<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p></div>",,,,,,,,,,,,,,,,,,
,html-keyboard-response,43,365964,0.0-35.0-7.0,25611.9,"<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>",32,,,,,,,,,,,,,,,,,,,,,,,
,instruc13,44,411891,0.0-35.0-8.0,null,run_exp/static/audio/clip_15_summary.m4a,null,,,,,"<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. This way you'll collect more gold coins!</p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>",,,,,,,,,,,,,,,,,,
,html-keyboard-response,45,412295,0.0-35.0-9.0,401.9,"<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. This way you'll collect more gold coins!</p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p><p><b>[Press the space bar to continue]</b></p></div>",32,,,,,,,,,,,,,,,,,,,,,,,
,do_welcome,46,416311,0.0-35.0-10.0,null,,,,,,,,null,,,,,,,,,,,,,,,,,
,do_trial,47,422343,0.0-35.0-11.0,null,,,,,,,,null,"1,0,0",,,,,,,,,,,,,,,,
,html-keyboard-response,48,423356,0.0-36.0-0.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,49,428723,0.0-36.0-1.0,855.1,,,,,,,,50,"1,0,0",,,,,,,,,,,,,,,,
,html-keyboard-response,50,429733,0.0-37.0-0.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,51,435179,0.0-37.0-1.0,938.2,,,,,,,,51,"1,1,0",,,,,,,,,,,,,,,,
,html-keyboard-response,52,436187,0.0-38.0-0.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,53,441076,0.0-38.0-1.0,369.7,,,,,,,,49,"1,0,1",,,,,,,,,,,,,,,,
,html-keyboard-response,54,442081,0.0-39.0-0.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,55,447988,0.0-39.0-1.0,1388.2,,,,,,,,49,"0,1,0",,,,,,,,,,,,,,,,
,html-keyboard-response,56,448996,0.0-40.0-0.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,57,453784,0.0-40.0-1.0,264.3,,,,,,,,51,"1,0,0",,,,,,,,,,,,,,,,
,do_bye,58,455290,0.0-41.0-0.0,null,,,,,,,,null,,,,,,,,,,,,,,,,,
,do_travel,59,464306,0.0-41.0-1.0,null,,,,,,,,null,,,,,,,,,,,,,,,,,
,do_welcome,60,468316,0.0-41.0-2.0,null,,,,,,,,null,,,,,,,,,,,,,,,,,
,do_trial,61,473622,0.0-41.0-3.0,793.6,,,,,,,,50,"1,0,0",,,,,,,,,,,,,,,,
,html-keyboard-response,62,474626,0.0-42.0-0.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,63,479488,0.0-42.0-1.0,350.1,,,,,,,,51,"1,0,1",,,,,,,,,,,,,,,,
,html-keyboard-response,64,480504,0.0-43.0-0.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,65,485385,0.0-43.0-1.0,363.2,,,,,,,,49,"1,1,0",,,,,,,,,,,,,,,,
,html-keyboard-response,66,486402,0.0-44.0-0.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,67,491534,0.0-44.0-1.0,614.2,,,,,,,,51,"0,0,1",,,,,,,,,,,,,,,,
,html-keyboard-response,68,492542,0.0-45.0-0.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,69,497552,0.0-45.0-1.0,485.3,,,,,,,,50,"1,0,1",,,,,,,,,,,,,,,,
,html-keyboard-response,70,500973,0.0-46.0-0.0,3402.1,<div class='center'><p><img src='run_exp/static/images/tutorial/prac_best_pirate.png'  height='500'></p></div>,49,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,71,503855,0.0-47.0-0.0,2879.6,<div class='center'><p>That's correct! Red beard was the best.</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,72,514380,0.0-47.0-1.0,10522.6,<div class='center'><p><img src='run_exp/static/images/tutorial/prac_source.png'  height='500'></p></div>,50,,,,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,73,516925,0.0-48.0-0.0,2543.6,<div class='center'><p>That's correct! You saw this ship on the cavern island.</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,,,,,,,,,,
,quiz_beginning,74,531065,0.0-48.0-1.0,null,run_exp/static/audio/clip_16_quiz_intro.m4a,null,,,,,"<div class='center'><p>Good job on the practice game! Now, you will be asked some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p></div>",,,,,,,,,,,,,,,,,,
,audio-keyboard-response,75,537712,0.0-48.0-2.0,6644.9,run_exp/static/audio/clip_17_q1.m4a,50,,,,,,,,,,,,,,,,,,,,,,,
,correct,76,540718,0.0-49.0-0.0,null,run_exp/static/audio/clip_18_correct.m4a,null,,,,,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,,,,,,,,
,html-keyboard-response,77,541985,0.0-49.0-1.0,1265.2,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,,,,,,,,,,
,audio-keyboard-response,78,548789,0.0-49.0-2.0,6774.7,run_exp/static/audio/clip_20_q2.m4a,50,,,,,,,,,,,,,,,,,,,,,,,
,correct,79,551748,0.0-50.0-0.0,null,run_exp/static/audio/clip_18_correct.m4a,null,,,,,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,,,,,,,,
,html-keyboard-response,80,552858,0.0-50.0-1.0,1107.5,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,,,,,,,,,,
,audio-keyboard-response,81,561454,0.0-50.0-2.0,8592.1,run_exp/static/audio/clip_22_q3.m4a,50,,,,,,,,,,,,,,,,,,,,,,,
,correct,82,564422,0.0-51.0-0.0,null,run_exp/static/audio/clip_18_correct.m4a,null,,,,,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,,,,,,,,
,html-keyboard-response,83,565500,0.0-51.0-1.0,1076.9,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,,,,,,,,,,
,audio-keyboard-response,84,570363,0.0-51.0-2.0,4861.3,run_exp/static/audio/clip_24_q4.m4a,49,,,,,,,,,,,,,,,,,,,,,,,
,correct,85,573382,0.0-52.0-0.0,null,run_exp/static/audio/clip_18_correct.m4a,null,,,,,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,,,,,,,,
,html-keyboard-response,86,574885,0.0-52.0-1.0,1501.3,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,,,,,,,,,,
,q_all_corr,87,583876,0.0-53.0-0.0,null,run_exp/static/audio/clip_27_quiz_all_correct.m4a,null,,,,,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p></div>,,,,,,,,,,,,,,,,,,
,html-keyboard-response,88,587482,0.0-53.0-1.0,3603.8,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,,,,,,,,,,
,do_welcome,89,591497,0.0-54.0-0.0,null,,,,,,,,null,,,,,,,,,,,,,,,,,
,do_trial,90,597396,0.0-55.0-0.0,1332.5,,,,,,,,50,"1,0,0",0,mountain,0,probe-107,0.6,0.3,0.1,0,,,,,,,,
,html-keyboard-response,91,598404,0.0-55.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,92,603382,0.0-56.0-0.0,400.9,,,,,,,,49,"0,1,0",0,mountain,1,probe-204,0.695514688,0.413454476,0.104190302,0,,,,,,,,
,html-keyboard-response,93,604390,0.0-56.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,94,609388,0.0-57.0-0.0,437.3,,,,,,,,51,"0,0,0",0,mountain,2,probe-42,0.788678141,0.460282504,0.203847781,0,,,,,,,,
,html-keyboard-response,95,610400,0.0-57.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,96,615209,0.0-58.0-0.0,243.5,,,,,,,,50,"0,0,1",0,mountain,3,probe-147,0.556505915,0.46427372,0.231950197,0,,,,,,,,
,html-keyboard-response,97,616222,0.0-58.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,98,621165,0.0-59.0-0.0,384.1,,,,,,,,49,"0,1,0",0,mountain,4,probe-196,0.456316473,0.332328602,0.117687796,0,,,,,,,,
,html-keyboard-response,99,622182,0.0-59.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,100,627215,0.0-60.0-0.0,464,,,,,,,,51,"0,1,0",0,mountain,5,probe-68,0.350750677,0.32052523,0.211203736,0,,,,,,,,
,html-keyboard-response,101,628218,0.0-60.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,102,633122,0.0-61.0-0.0,343.7,,,,,,,,50,"0,0,0",0,mountain,6,probe-113,0.483361495,0.32395466,0.088078521,0,,,,,,,,
,html-keyboard-response,103,634124,0.0-61.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,104,639154,0.0-62.0-0.0,465.3,,,,,,,,49,"0,0,0",0,mountain,7,probe-15,0.476574355,0.315308073,0.08998107,0,,,,,,,,
,html-keyboard-response,105,640171,0.0-62.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,106,645140,0.0-63.0-0.0,399.1,,,,,,,,51,"1,0,0",0,mountain,8,probe-178,0.467467765,0.194959137,0.055806628,0,,,,,,,,
,html-keyboard-response,107,646155,0.0-63.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,108,651115,0.0-64.0-0.0,389.3,,,,,,,,50,"1,0,0",0,mountain,9,probe-54,0.439424317,0.303854854,0.168776339,0,,,,,,,,
,html-keyboard-response,109,652124,0.0-64.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,110,657114,0.0-65.0-0.0,412,,,,,,,,49,"1,1,0",0,mountain,10,probe-183,0.394975669,0.29911228,0.081999742,1,,,,,,,,
,html-keyboard-response,111,658130,0.0-65.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,112,663182,0.0-66.0-0.0,480.2,,,,,,,,50,"1,0,0",0,mountain,11,probe-95,0.623045818,0.199175206,0.088945545,0,,,,,,,,
,html-keyboard-response,113,664192,0.0-66.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,114,669155,0.0-67.0-0.0,398,,,,,,,,49,"0,0,0",0,mountain,12,probe-50,0.511969241,0.345776121,0.050679441,0,,,,,,,,
,html-keyboard-response,115,670158,0.0-67.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,116,675049,0.0-68.0-0.0,339.1,,,,,,,,51,"1,0,0",0,mountain,13,probe-12,0.659562315,0.500508862,0.060891612,0,,,,,,,,
,html-keyboard-response,117,676053,0.0-68.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,118,681424,0.0-69.0-0.0,807.7,,,,,,,,50,"1,0,0",0,mountain,14,probe-08,0.667588799,0.347036931,0.101947328,0,,,,,,,,
,html-keyboard-response,119,682441,0.0-69.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,120,687538,0.0-70.0-0.0,541.5,,,,,,,,49,"0,0,0",0,mountain,15,probe-21,0.852121086,0.289885387,0.149904262,0,,,,,,,,
,html-keyboard-response,121,688550,0.0-70.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,122,693449,0.0-71.0-0.0,344.2,,,,,,,,50,"1,1,0",0,mountain,16,probe-163,0.858205124,0.272949539,0.117287869,1,,,,,,,,
,html-keyboard-response,123,694465,0.0-71.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,124,699506,0.0-72.0-0.0,476.9,,,,,,,,49,"1,0,0",0,mountain,17,probe-193,0.688890857,0.487763695,0.139701028,1,,,,,,,,
,html-keyboard-response,125,700514,0.0-72.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,126,705422,0.0-73.0-0.0,333.9,,,,,,,,51,"1,0,0",0,mountain,18,probe-13,0.709453428,0.324193742,0.061899635,0,,,,,,,,
,html-keyboard-response,127,706439,0.0-73.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,128,711348,0.0-74.0-0.0,351.6,,,,,,,,50,"1,0,0",0,mountain,19,probe-206,0.72284708,0.279390922,0.284571864,0,,,,,,,,
,html-keyboard-response,129,712356,0.0-74.0-1.0,null,<p></p>,null,,,,,,,,,,,,,,,,,,,,,,,
,do_trial,130,717904,0.0-75.0-0.0,983.5,,,,,,,,49,"0,1,1",0,mountain,20,probe-205,0.606221002,0.361153064,0.1690027,0,,,,,,,,
