"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","probe","probed_trial_n","probed_context_n","context_im"
"","begin_test_phase","16","166664","0.0-16.0","null","run_exp/static/audio/clip_36_begin_final.m4a","null","","","","","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","17","167156","0.0-17.0","454.30000001192093","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","18","168668","0.0-18.0","null","","","","","","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","19","172796","0.0-19.0-0.0","1585.0999999940395","","","","","","","","50","0,0,0","6","blank","230","null","0.4128458024897833","0.5535141395147267","0.1154978571886925","0","","","","","","","","",""
"","html-keyboard-response","20","173798","0.0-19.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","21","176796","0.0-20.0-0.0","454.09999999403954","","","","","","","","49","1,0,0","6","blank","231","null","0.3559786983184638","0.7345171988876242","0.12328905711785933","1","","","","","","","","",""
"","html-keyboard-response","22","177798","0.0-20.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","23","180696","0.0-21.0-0.0","360.59999999403954","","","","","","","","49","0,0,0","6","blank","232","null","0.26754247668973874","0.6499246384678712","0.06762187555155781","0","","","","","","","","",""
"","html-keyboard-response","24","181697","0.0-21.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","25","184586","0.0-22.0-0.0","338.09999999403954","","","","","","","","49","0,1,0","6","blank","233","null","0.1859418705290527","0.6386156794236701","0.11849572292780337","0","","","","","","","","",""
"","html-keyboard-response","26","185589","0.0-22.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","27","188464","0.0-23.0-0.0","336.7000000178814","","","","","","","","50","0,1,0","6","blank","234","null","0.23010662364343815","0.6161853482422412","0.17376163997097321","1","","","","","","","","",""
"","html-keyboard-response","28","189468","0.0-23.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","29","192345","0.0-24.0-0.0","338.40000000596046","","","","","","","","50","0,1,0","6","blank","235","null","0.14121309167013452","0.5704063755685657","0.10677005039882023","1","","","","","","","","",""
"","html-keyboard-response","30","193348","0.0-24.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","31","196223","0.0-25.0-0.0","337.2000000178814","","","","","","","","50","1,0,0","6","blank","236","null","0.2557805307102147","0.5858221087959246","0.1307722786483092","0","","","","","","","","",""
"","html-keyboard-response","32","197228","0.0-25.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","33","200113","0.0-26.0-0.0","344.40000000596046","","","","","","","","51","0,0,0","6","blank","237","null","0.15361812396506225","0.61051329900034","0.07418865224771944","0","","","","","","","","",""
"","html-keyboard-response","34","201116","0.0-26.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","35","204147","0.0-27.0-0.0","489.69999998807907","","","","","","","","49","0,1,0","6","blank","238","null","0.20826582547342865","0.7867076732753188","0.07459848789140881","0","","","","","","","","",""
"","html-keyboard-response","36","205151","0.0-27.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","37","208002","0.0-28.0-0.0","310.60000002384186","","","","","","","","50","0,1,0","6","blank","239","null","0.15384453529016137","0.6754763981078244","0.08366154707013278","1","","","","","","","","",""
"","html-keyboard-response","38","209006","0.0-28.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","39","211866","0.0-29.0-0.0","318.89999997615814","","","","","","","","50","0,0,0","6","blank","240","null","0.2444177005278581","0.5376599634956771","0.16087841513828696","0","","","","","","","","",""
"","html-keyboard-response","40","212871","0.0-29.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","41","218883","0.0-30.0-0.0","null","","","","","","","","null","","","","241","probe-224","","","","","1","[object Object]","129","3","0","","","",""
"","html-keyboard-response","42","219887","0.0-30.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","43","225928","0.0-31.0-0.0","null","","","","","","","","null","0,1,0","6","blank","242","null","0.28604511285288964","0.5554799828049319","0.2373694982703135","","","","","","","","","",""
"","html-keyboard-response","44","226932","0.0-31.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","45","231093","0.0-32.0-0.0","1624.0999999940395","","","","","","","","50","0,1,0","6","blank","243","null","0.10481565844137121","0.4696504779405884","0.43822346696135855","1","","","","","","","","",""
"","html-keyboard-response","46","232096","0.0-32.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","47","235286","0.0-33.0-0.0","652.0999999940395","","","","","","","","50","0,0,0","6","blank","244","null","0.18654794730976243","0.4352846399720734","0.5410699431368183","0","","","","","","","","",""
"","html-keyboard-response","48","236288","0.0-33.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","49","239452","0.0-34.0-0.0","627","","","","","","","","50","1,0,1","6","blank","245","null","0.20939307845135077","0.4858647055669056","0.6431980347582867","0","","","","","","","","",""
"","html-keyboard-response","50","240457","0.0-34.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","51","243531","0.0-35.0-0.0","532","","","","","","","","50","0,1,0","6","blank","246","null","0.18513451990612684","0.4563603734376247","0.5566088917965237","1","","","","","","","","",""
"","html-keyboard-response","52","244537","0.0-35.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","53","248137","0.0-36.0-0.0","2091.600000023842","","","","","","","","54","","","","247","probe-114","","","","","1","[object Object]","85","2","1","","","",""
"","html-keyboard-response","54","249140","0.0-36.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","55","253313","0.0-37.0-0.0","1630.5","","","","","","","","50","0,0,1","6","blank","248","null","0.082309674936386","0.3217397122819095","0.6398471032505808","0","","","","","","","","",""
"","html-keyboard-response","56","254319","0.0-37.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","57","257289","0.0-38.0-0.0","428.59999999403954","","","","","","","","49","0,0,1","6","blank","249","null","0.08947062767619428","0.35090158154519563","0.5732315444948354","0","","","","","","","","",""
"","html-keyboard-response","58","258295","0.0-38.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","59","261086","0.0-39.0-0.0","252.90000000596046","","","","","","","","50","0,0,0","6","blank","250","null","0.16437414106602674","0.28579332861844486","0.5262121363424358","0","","","","","","","","",""
"","html-keyboard-response","60","262089","0.0-39.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","61","264929","0.0-40.0-0.0","297.7000000178814","","","","","","","","51","1,0,1","6","blank","251","null","0.24414342694872396","0.21796720006058695","0.455926743807956","1","","","","","","","","",""
"","html-keyboard-response","62","265933","0.0-40.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","63","269125","0.0-41.0-0.0","1685.4000000059605","","","","","","","","56","","","","252","probe-53","","","","","1","[object Object]","168","4","0","","","",""
"","html-keyboard-response","64","270128","0.0-41.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","65","273743","0.0-42.0-0.0","1074.800000011921","","","","","","","","50","0,0,0","6","blank","253","null","0.2834800385677739","0.390142649820897","0.5806460557175729","0","","","","","","","","",""
"","html-keyboard-response","66","274747","0.0-42.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","67","277695","0.0-43.0-0.0","407.39999997615814","","","","","","","","51","0,0,0","6","blank","254","null","0.23503518089555922","0.2785278399106019","0.4679054319971692","0","","","","","","","","",""
"","html-keyboard-response","68","278699","0.0-43.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","69","281966","0.0-44.0-0.0","729","","","","","","","","49","1,1,0","6","blank","255","null","0.2674630658215495","0.2630275485767166","0.42721197068525063","1","","","","","","","","",""
"","html-keyboard-response","70","282968","0.0-44.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","71","286028","0.0-45.0-0.0","522.1999999880791","","","","","","","","49","0,0,1","6","blank","256","null","0.15271680182328623","0.2578055979867211","0.509819450000383","0","","","","","","","","",""
"","html-keyboard-response","72","287032","0.0-45.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","73","289864","0.0-46.0-0.0","290.19999998807907","","","","","","","","50","0,0,0","6","blank","257","null","0.13749987282998408","0.30292536567492506","0.5019690034112949","0","","","","","","","","",""
"","html-keyboard-response","74","290867","0.0-46.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","75","293924","0.0-47.0-0.0","1552","","","","","","","","53","","","","258","probe-176","","","","","1","[object Object]","122","3","1","","","",""
"","html-keyboard-response","76","294927","0.0-47.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","77","298430","0.0-48.0-0.0","962.5","","","","","","","","49","1,0,0","6","blank","259","null","0.12788526090651292","0.29339286040386336","0.5467409650060661","1","","","","","","","","",""
"","html-keyboard-response","78","299432","0.0-48.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","79","302348","0.0-49.0-0.0","1409.2000000178814","","","","","","","","53","","","","260","probe-11","","","","","1","[object Object]","82","2","1","","","",""
"","html-keyboard-response","80","303351","0.0-49.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","81","306692","0.0-50.0-0.0","801.9000000059605","","","","","","","","49","0,1,0","6","blank","261","null","0.06000187910571254","0.31548337057637243","0.5334394895820707","0","","","","","","","","",""
"","html-keyboard-response","82","307696","0.0-50.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","83","310509","0.0-51.0-0.0","272.59999999403954","","","","","","","","50","1,0,0","6","blank","262","null","0.16882780415146412","0.34281136907967336","0.6286747612332348","0","","","","","","","","",""
"","html-keyboard-response","84","311515","0.0-51.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","85","314109","0.0-52.0-0.0","1085.7999999821186","","","","","","","","53","","","","263","probe-108","","","","","1","[object Object]","46","1","1","","","",""
"","html-keyboard-response","86","315111","0.0-52.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","87","318494","0.0-53.0-0.0","842.8000000119209","","","","","","","","49","0,1,1","6","blank","264","null","0.1163601582675947","0.4648865122661738","0.6822257062986188","0","","","","","","","","",""
"","html-keyboard-response","88","319498","0.0-53.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","89","322579","0.0-54.0-0.0","543","","","","","","","","50","1,0,1","6","blank","265","null","0.08710582072574263","0.4690442949973463","0.5662279704455268","0","","","","","","","","",""
"","html-keyboard-response","90","323580","0.0-54.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","91","326759","0.0-55.0-0.0","636.4000000059605","","","","","","","","50","0,1,1","6","blank","266","null","0.1285192343752861","0.6469981918513744","0.5874002182481289","1","","","","","","","","",""
"","html-keyboard-response","92","327762","0.0-55.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","93","330894","0.0-56.0-0.0","591.5","","","","","","","","50","0,1,1","6","blank","267","null","0.10681658456324147","0.4487023466943433","0.6812961860266981","1","","","","","","","","",""
"","html-keyboard-response","94","331898","0.0-56.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","95","334796","0.0-57.0-0.0","357.80000001192093","","","","","","","","50","0,1,0","6","blank","268","null","0.07570492371369705","0.3254245776622705","0.7559593696672825","1","","","","","","","","",""
"","html-keyboard-response","96","335800","0.0-57.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","97","338922","0.0-58.0-0.0","583.4000000059605","","","","","","","","50","0,0,1","6","blank","269","null","0.14347425116627066","0.4125847316468032","0.7621241871574297","0","","","","","","","","",""
"","html-keyboard-response","98","339924","0.0-58.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","99","342885","0.0-59.0-0.0","1450.800000011921","","","","","","","","56","","","","270","probe-40","","","","","1","[object Object]","49","1","0","","","",""
"","html-keyboard-response","100","343890","0.0-59.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","101","347041","0.0-60.0-0.0","612.9000000059605","","","","","","","","49","0,0,1","6","blank","271","null","0.1452719366329297","0.34919900719521446","0.6108039680502921","0","","","","","","","","",""
"","html-keyboard-response","102","348047","0.0-60.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","103","350539","0.0-61.0-0.0","984.6999999880791","","","","","","","","53","","","","272","probe-49","","","","","1","[object Object]","87","2","1","","","",""
"","html-keyboard-response","104","351543","0.0-61.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","105","354837","0.0-62.0-0.0","753.3999999761581","","","","","","","","49","0,1,0","6","blank","273","null","0.10576546141494665","0.403631948413448","0.5832485658461235","0","","","","","","","","",""
"","html-keyboard-response","106","355840","0.0-62.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","107","358714","0.0-63.0-0.0","335.09999999403954","","","","","","","","50","0,0,0","6","blank","274","null","0.12044098482333268","0.3950894107308814","0.4388664578285537","0","","","","","","","","",""
"","html-keyboard-response","108","359717","0.0-63.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","109","362595","0.0-64.0-0.0","341","","","","","","","","51","0,0,0","6","blank","275","null","0.05568452224554783","0.30673924630135313","0.42297519472514145","0","","","","","","","","",""
"","html-keyboard-response","110","363601","0.0-64.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","111","366634","0.0-65.0-0.0","1525.7999999821186","","","","","","","","56","","","","276","probe-221","","","","","1","[object Object]","207","5","0","","","",""
"","html-keyboard-response","112","367637","0.0-65.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","113","370715","0.0-66.0-0.0","536","","","","","","","","49","1,1,0","6","blank","277","null","0.10538552121829861","0.33760174773409035","0.48625979194471564","1","","","","","","","","",""
"","html-keyboard-response","114","371718","0.0-66.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","115","374353","0.0-67.0-0.0","1128.7000000178814","","","","","","","","53","","","","278","probe-139","","","","","1","[object Object]","84","2","1","","","",""
"","html-keyboard-response","116","375354","0.0-67.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","117","378432","0.0-68.0-0.0","540.5","","","","","","","","49","0,0,1","6","blank","279","null","0.06825759359781036","0.3820966040532995","0.6106834653240967","0","","","","","","","","",""
"","html-keyboard-response","118","379433","0.0-68.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","119","381989","0.0-69.0-0.0","1045","","","","","","","","53","","","","280","probe-110","","","","","1","[object Object]","83","2","1","","","",""
"","html-keyboard-response","120","382993","0.0-69.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","121","386065","0.0-70.0-0.0","533.5999999940395","","","","","","","","49","1,0,0","6","blank","281","null","0.16339029413382414","0.365333323584715","0.701688701283473","1","","","","","","","","",""
"","html-keyboard-response","122","387068","0.0-70.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","123","390105","0.0-71.0-0.0","498.69999998807907","","","","","","","","49","1,0,0","6","blank","282","null","0.2844968971096633","0.43622137238190356","0.5645772157703778","1","","","","","","","","",""
"","html-keyboard-response","124","391110","0.0-71.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","125","393988","0.0-72.0-0.0","337.90000000596046","","","","","","","","49","0,0,0","6","blank","283","null","0.19974991528474575","0.3553743100405495","0.4880931344356417","0","","","","","","","","",""
"","html-keyboard-response","126","394992","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","127","397876","0.0-73.0-0.0","342.7000000178814","","","","","","","","50","0,0,0","6","blank","284","null","0.18203050017096853","0.20372224405881476","0.538040520871566","0","","","","","","","","",""
"","html-keyboard-response","128","398881","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","129","401625","0.0-74.0-0.0","1237.5","","","","","","","","53","","","","285","probe-05","","","","","1","[object Object]","80","2","1","","","",""
"","html-keyboard-response","130","402628","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","131","405703","0.0-75.0-0.0","537.2000000178814","","","","","","","","51","0,0,1","6","blank","286","null","0.198284988943817","0.2641054408573202","0.6239153680353461","1","","","","","","","","",""
"","html-keyboard-response","132","406707","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","133","409551","0.0-76.0-0.0","306.59999999403954","","","","","","","","51","1,0,0","6","blank","287","null","0.119732955550642","0.23225661999468547","0.6445383872820493","0","","","","","","","","",""
"","html-keyboard-response","134","410557","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","135","413636","0.0-77.0-0.0","537.2000000178814","","","","","","","","50","0,0,0","6","blank","288","null","0.15820381255067362","0.1572910233622095","0.5982561511494121","0","","","","","","","","",""
"","html-keyboard-response","136","414639","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","137","417601","0.0-78.0-0.0","422","","","","","","","","49","0,0,0","6","blank","289","null","0.09183654257330659","0.24329581901417174","0.607755051259952","0","","","","","","","","",""
"","html-keyboard-response","138","418606","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","139","421183","0.0-79.0-0.0","1070.699999988079","","","","","","","","53","","","","290","probe-111","","","","","1","[object Object]","43","1","1","","","",""
"","html-keyboard-response","140","422188","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","141","425338","0.0-80.0-0.0","609.7999999821186","","","","","","","","49","0,0,1","6","blank","291","null","0.06165408374659809","0.3946521052421055","0.6278821968562531","0","","","","","","","","",""
"","html-keyboard-response","142","426342","0.0-80.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","143","429447","0.0-81.0-0.0","1598.699999988079","","","","","","","","56","","","","292","probe-70","","","","","1","[object Object]","160","4","0","","","",""
"","html-keyboard-response","144","430451","0.0-81.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","145","433568","0.0-82.0-0.0","577.7000000178814","","","","","","","","49","0,0,1","6","blank","293","null","0.1169713686059608","0.41965617015590523","0.5878590056929864","0","","","","","","","","",""
"","html-keyboard-response","146","434570","0.0-82.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","147","437787","0.0-83.0-0.0","675.3000000119209","","","","","","","","50","0,1,0","6","blank","294","null","0.1477345402144334","0.4915507679320863","0.5960871647132414","1","","","","","","","","",""
"","html-keyboard-response","148","438789","0.0-83.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","149","441896","0.0-84.0-0.0","567.6999999880791","","","","","","","","50","0,1,0","6","blank","295","null","0.20511337199325905","0.42316643291534656","0.43212785065175935","1","","","","","","","","",""
"","html-keyboard-response","150","442899","0.0-84.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
