"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","probe","probed_trial_n","probed_context_n","context_im"
"","explain_probe_1","10","93457","0.0-10.0","null","run_exp/static/audio/clip_33_recognition_1.m4a","null","","","","","<div class='center'><p> Sometimes you’ll be shown a ship, and you will be asked if you saw this ship on a past island.</p><p> Here is an example of what you will see.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","94682","0.0-11.0","1223.6999998092651","<div class='center'><p> Sometimes you’ll be shown a ship, and you will be asked if you saw this ship on a past island.</p><p> Here is an example of what you will see.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_probe_2","12","121507","0.0-12.0","null","run_exp/static/audio/clip_34_recognition_2.m4a","null","","","","","<div class='center'><p> You will press the 5, 6, 7, 8 keys on your keyboard to respond.</p><p>If you are very sure saw the ship, press <b>5</b> on your keyboard.</p><p> If you think you  saw it before but are not sure, then press <b>6</b>.</p><p> If you think you have <b>not</b> seen it before but are not sure, then press <b>7</b>.</p><p> If you are sure you did <b>not</b> see the ship before, then press <b>8</b>.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","13","122954","0.0-13.0","1446.4000000953674","<div class='center'><p> You will press the 5, 6, 7, 8 keys on your keyboard to respond.</p><p>If you are very sure saw the ship, press <b>5</b> on your keyboard.</p><p> If you think you  saw it before but are not sure, then press <b>6</b>.</p><p> If you think you have <b>not</b> seen it before but are not sure, then press <b>7</b>.</p><p> If you are sure you did <b>not</b> see the ship before, then press <b>8</b>.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_outcome","14","144495","0.0-14.0","null","run_exp/static/audio/clip_35_recognition_3.m4a","null","","","","","<div class='center'><p> If you remember correctly, then you’ll get a gold coin like this: </p><p><img src='run_exp/static/images/tutorial/reward_small.png' height='200'></p><p>If you do not remember correctly, then you'll see a red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='200'></p><p>Importantly, when you are shown a ship, take the time to remind yourself which island you saw it on. This will help you in the next part of the study.</p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","15","145252","0.0-15.0","756.6999998092651","<div class='center'><p> If you remember correctly, then you’ll get a gold coin like this: </p><p><img src='run_exp/static/images/tutorial/reward_small.png' height='200'></p><p>If you do not remember correctly, then you'll see a red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='200'></p><p>Importantly, when you are shown a ship, take the time to remind yourself which island you saw it on. This will help you in the next part of the study.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","begin_test_phase","16","169781","0.0-16.0","null","run_exp/static/audio/clip_36_begin_final.m4a","null","","","","","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","17","170239","0.0-17.0","430.7000002861023","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","18","171748","0.0-18.0","null","","","","","","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","19","175981","0.0-19.0-0.0","1696","","","","","","","","49","0,0,0","6","blank","230","null","0.29388341191962325","0.21703056282520677","0.5512618623281634","0","","","","","","","","",""
"","html-keyboard-response","20","176984","0.0-19.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","21","180260","0.0-20.0-0.0","736","","","","","","","","50","1,0,1","6","blank","231","null","0.3074381837653733","0.17185619444126343","0.5054777842266879","0","","","","","","","","",""
"","html-keyboard-response","22","181262","0.0-20.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","23","184240","0.0-21.0-0.0","440.7999997138977","","","","","","","","51","0,0,1","6","blank","232","null","0.13406746974387132","0.12156005720791388","0.6161022049421545","1","","","","","","","","",""
"","html-keyboard-response","24","185242","0.0-21.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","25","188132","0.0-22.0-0.0","354.2999997138977","","","","","","","","51","0,0,1","6","blank","233","null","0.3185489698329833","0.14827956407206375","0.5311016398407697","1","","","","","","","","",""
"","html-keyboard-response","26","189137","0.0-22.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","27","192003","0.0-23.0-0.0","329.40000009536743","","","","","","","","51","0,0,0","6","blank","234","null","0.18520697435887803","0.14467007066452062","0.600568420642064","0","","","","","","","","",""
"","html-keyboard-response","28","193007","0.0-23.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","29","195943","0.0-24.0-0.0","396.80000019073486","","","","","","","","49","0,0,1","6","blank","235","null","0.1557866801181355","0.07437721733329991","0.6602995668129689","0","","","","","","","","",""
"","html-keyboard-response","30","196944","0.0-24.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","31","200303","0.0-25.0-0.0","823.8000001907349","","","","","","","","50","0,0,0","6","blank","236","null","0.19187495164469529","0.10203338278701615","0.6891150655165252","0","","","","","","","","",""
"","html-keyboard-response","32","201307","0.0-25.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","33","204579","0.0-26.0-0.0","737.1999998092651","","","","","","","","51","0,0,1","6","blank","237","null","0.06446538141781787","0.20585616741376966","0.6487203321897534","1","","","","","","","","",""
"","html-keyboard-response","34","205582","0.0-26.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","35","209420","0.0-27.0-0.0","1299.9000000953674","","","","","","","","51","0,0,0","6","blank","238","null","0.2382325218048421","0.31639246122754805","0.6556222670977871","0","","","","","","","","",""
"","html-keyboard-response","36","210423","0.0-27.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","37","213332","0.0-28.0-0.0","373.2000002861023","","","","","","","","49","0,0,1","6","blank","239","null","0.16157996228371713","0.19317762975075967","0.6550741907614477","0","","","","","","","","",""
"","html-keyboard-response","38","214337","0.0-28.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","39","217237","0.0-29.0-0.0","363.09999990463257","","","","","","","","50","0,0,1","6","blank","240","null","0.11184843448440564","0.13414380318068791","0.5905645988564734","0","","","","","","","","",""
"","html-keyboard-response","40","218240","0.0-29.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","41","221984","0.0-30.0-0.0","1208","","","","","","","","51","0,0,0","6","blank","241","null","0.11973412239857266","0.1176140876325397","0.5565456574912506","0","","","","","","","","",""
"","html-keyboard-response","42","222989","0.0-30.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","43","226341","0.0-31.0-0.0","812.0999999046326","","","","","","","","49","0,0,0","6","blank","242","null","0.26727299293001083","0.2031642005595797","0.3754481867577577","0","","","","","","","","",""
"","html-keyboard-response","44","227344","0.0-31.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","45","230567","0.0-32.0-0.0","687.5","","","","","","","","50","1,1,0","6","blank","243","null","0.41173961671827886","0.40800106801970953","0.4217074798901001","1","","","","","","","","",""
"","html-keyboard-response","46","231570","0.0-32.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","47","237584","0.0-33.0-0.0","null","","","","","","","","null","","","","244","probe-119","","","","","1","[object Object]","88","2","0","","","",""
"","html-keyboard-response","48","238587","0.0-33.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","49","242754","0.0-34.0-0.0","1628.7000002861023","","","","","","","","49","0,0,0","6","blank","245","null","0.574354827700128","0.38147089216036434","0.36425889020423663","0","","","","","","","","",""
"","html-keyboard-response","50","243758","0.0-34.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","51","249772","0.0-35.0-0.0","null","","","","","","","","null","","","","246","probe-154","","","","","1","[object Object]","205","5","0","","","",""
"","html-keyboard-response","52","250775","0.0-35.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","53","254362","0.0-36.0-0.0","1051.5999999046326","","","","","","","","49","1,0,1","6","blank","247","null","0.6077306349550176","0.3608336015739469","0.324313884952796","1","","","","","","","","",""
"","html-keyboard-response","54","255365","0.0-36.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","55","258324","0.0-37.0-0.0","420.59999990463257","","","","","","","","49","1,0,0","6","blank","248","null","0.6183623235662792","0.3104596873529479","0.16917895352367818","1","","","","","","","","",""
"","html-keyboard-response","56","259327","0.0-37.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","57","262597","0.0-38.0-0.0","734.1999998092651","","","","","","","","49","1,1,0","6","blank","249","null","0.5414082911424657","0.24535994085261376","0.05635123891570189","1","","","","","","","","",""
"","html-keyboard-response","58","263599","0.0-38.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","59","266561","0.0-39.0-0.0","422.7000002861023","","","","","","","","49","0,1,0","6","blank","250","null","0.5412206226171385","0.23328026787303477","0.13509535985704757","0","","","","","","","","",""
"","html-keyboard-response","60","267567","0.0-39.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","61","270876","0.0-40.0-0.0","774.5999999046326","","","","","","","","50","0,0,0","6","blank","251","null","0.6783809207703335","0.21855412233798505","0.10521344956703287","0","","","","","","","","",""
"","html-keyboard-response","62","271879","0.0-40.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","63","275856","0.0-41.0-0.0","2468.0999999046326","","","","","","","","53","","","","252","probe-164","","","","","1","[object Object]","206","5","1","","","",""
"","html-keyboard-response","64","276859","0.0-41.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","65","280699","0.0-42.0-0.0","1305.0999999046326","","","","","","","","49","1,0,1","6","blank","253","null","0.7881826547347341","0.26868744665750316","0.16057763222273477","1","","","","","","","","",""
"","html-keyboard-response","66","281702","0.0-42.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","67","284663","0.0-43.0-0.0","421.90000009536743","","","","","","","","49","0,0,0","6","blank","254","null","0.4858144717961882","0.21124355243808332","0.0745657970036431","0","","","","","","","","",""
"","html-keyboard-response","68","285666","0.0-43.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","69","289131","0.0-44.0-0.0","1956.0999999046326","","","","","","","","56","","","","255","probe-234","","","","","0","[object Object]","null","null","1","","","",""
"","html-keyboard-response","70","290136","0.0-44.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","71","293501","0.0-45.0-0.0","830.9000000953674","","","","","","","","49","0,0,1","6","blank","256","null","0.4030180607806256","0.1891866396175326","0.0713049968728178","0","","","","","","","","",""
"","html-keyboard-response","72","294503","0.0-45.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","73","300515","0.0-46.0-0.0","null","","","","","","","","null","","","","257","probe-242","","","","","0","[object Object]","null","null","0","","","",""
"","html-keyboard-response","74","301518","0.0-46.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","75","304966","0.0-47.0-0.0","912.2999997138977","","","","","","","","49","1,0,0","6","blank","258","null","0.5976559150104279","0.19091239347218525","0.06678283860092941","1","","","","","","","","",""
"","html-keyboard-response","76","305969","0.0-47.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","77","309471","0.0-48.0-0.0","1993.2000002861023","","","","","","","","53","","","","259","probe-224","","","","","1","[object Object]","127","3","1","","","",""
"","html-keyboard-response","78","310474","0.0-48.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","79","313998","0.0-49.0-0.0","989.9000000953674","","","","","","","","49","1,0,1","6","blank","260","null","0.5998499467471842","0.1745850185818835","0.08350626162184291","1","","","","","","","","",""
"","html-keyboard-response","80","315002","0.0-49.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","81","318592","0.0-50.0-0.0","1052.6999998092651","","","","","","","","49","1,0,0","6","blank","261","null","0.6383475196985543","0.21052533319265437","0.13269117779232853","1","","","","","","","","",""
"","html-keyboard-response","82","319593","0.0-50.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","83","322767","0.0-51.0-0.0","1666.6999998092651","","","","","","","","53","","","","262","probe-201","","","","","1","[object Object]","162","4","1","","","",""
"","html-keyboard-response","84","323773","0.0-51.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","85","327535","0.0-52.0-0.0","1225.8000001907349","","","","","","","","49","1,1,0","6","blank","263","null","0.4769825879895072","0.2875080118641793","0.2153270054302609","1","","","","","","","","",""
"","html-keyboard-response","86","328541","0.0-52.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","87","332023","0.0-53.0-0.0","946.5","","","","","","","","49","1,0,0","6","blank","264","null","0.43022251919414656","0.27510529631173647","0.1047876264551828","1","","","","","","","","",""
"","html-keyboard-response","88","333026","0.0-53.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","89","336210","0.0-54.0-0.0","646.2999997138977","","","","","","","","49","0,0,0","6","blank","265","null","0.5070457637211426","0.268051520956855","0.19778705717010675","0","","","","","","","","",""
"","html-keyboard-response","90","337214","0.0-54.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","91","340432","0.0-55.0-0.0","1710","","","","","","","","53","","","","266","probe-21","","","","","1","[object Object]","169","4","1","","","",""
"","html-keyboard-response","92","341436","0.0-55.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","93","344588","0.0-56.0-0.0","618","","","","","","","","49","1,0,0","6","blank","267","null","0.6323038204179301","0.535493659150072","0.24206724138483182","1","","","","","","","","",""
"","html-keyboard-response","94","345592","0.0-56.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","95","349157","0.0-57.0-0.0","1030","","","","","","","","49","0,0,1","6","blank","268","null","0.5242932834640311","0.4569619698678451","0.1625754093461087","0","","","","","","","","",""
"","html-keyboard-response","96","350161","0.0-57.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","97","353028","0.0-58.0-0.0","331.09999990463257","","","","","","","","50","0,1,0","6","blank","269","null","0.551942128366962","0.4450229860777343","0.08406295497134664","1","","","","","","","","",""
"","html-keyboard-response","98","354030","0.0-58.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","99","356923","0.0-59.0-0.0","354.80000019073486","","","","","","","","50","1,1,0","6","blank","270","null","0.5622590338433319","0.3697447087395312","0.15781577653498755","1","","","","","","","","",""
"","html-keyboard-response","100","357927","0.0-59.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","101","360725","0.0-60.0-0.0","260.30000019073486","","","","","","","","50","0,0,0","6","blank","271","null","0.6079612233699132","0.33786942102267914","0.21679648182434746","0","","","","","","","","",""
"","html-keyboard-response","102","361729","0.0-60.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","103","364877","0.0-61.0-0.0","1641.7999997138977","","","","","","","","53","","","","272","probe-161","","","","","1","[object Object]","86","2","1","","","",""
"","html-keyboard-response","104","365880","0.0-61.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","105","369432","0.0-62.0-0.0","1014.5999999046326","","","","","","","","49","1,0,1","6","blank","273","null","0.5799648734617043","0.4131867459459786","0.16572837444505775","1","","","","","","","","",""
"","html-keyboard-response","106","370435","0.0-62.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","107","373423","0.0-63.0-0.0","454","","","","","","","","49","0,0,0","6","blank","274","null","0.5710867386449835","0.15741497592829157","0.058712324260720566","0","","","","","","","","",""
"","html-keyboard-response","108","374427","0.0-63.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","109","377376","0.0-64.0-0.0","411.40000009536743","","","","","","","","50","0,1,0","6","blank","275","null","0.552931557870423","0.23075012046400292","0.07661268802350628","1","","","","","","","","",""
"","html-keyboard-response","110","378379","0.0-64.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","111","381369","0.0-65.0-0.0","452.40000009536743","","","","","","","","50","1,0,1","6","blank","276","null","0.6716858291499256","0.2368322335353847","0.11801794406538318","0","","","","","","","","",""
"","html-keyboard-response","112","382373","0.0-65.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","113","385463","0.0-66.0-0.0","553.4000000953674","","","","","","","","51","1,0,0","6","blank","277","null","0.576951727712622","0.21431019785005093","0.09045150127019058","0","","","","","","","","",""
"","html-keyboard-response","114","386466","0.0-66.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","115","389973","0.0-67.0-0.0","972.7000002861023","","","","","","","","49","1,1,0","6","blank","278","null","0.6306691338009734","0.25974712375060355","0.11626477718740567","1","","","","","","","","",""
"","html-keyboard-response","116","390975","0.0-67.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","117","393971","0.0-68.0-0.0","457.19999980926514","","","","","","","","49","1,0,0","6","blank","279","null","0.6222789026515092","0.1697148252533117","0.09839175524410569","1","","","","","","","","",""
"","html-keyboard-response","118","394974","0.0-68.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","119","399226","0.0-69.0-0.0","2743.5","","","","","","","","53","","","","280","probe-84","","","","","1","[object Object]","41","1","1","","","",""
"","html-keyboard-response","120","400230","0.0-69.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","121","404431","0.0-70.0-0.0","1664.8000001907349","","","","","","","","49","1,0,0","6","blank","281","null","0.6995478829360987","0.2709878800805377","0.1071294261084339","1","","","","","","","","",""
"","html-keyboard-response","122","405434","0.0-70.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","123","408503","0.0-71.0-0.0","533.5999999046326","","","","","","","","49","1,0,0","6","blank","282","null","0.7476621860959953","0.27573183197941503","0.16443778137192483","1","","","","","","","","",""
"","html-keyboard-response","124","409507","0.0-71.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","125","412747","0.0-72.0-0.0","1733.6999998092651","","","","","","","","53","","","","283","probe-40","","","","","1","[object Object]","128","3","1","","","",""
"","html-keyboard-response","126","413750","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","127","417280","0.0-73.0-0.0","992.3000001907349","","","","","","","","49","0,0,0","6","blank","284","null","0.6412400148742117","0.17586516203259214","0.17728236981642806","0","","","","","","","","",""
"","html-keyboard-response","128","418287","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","129","421230","0.0-74.0-0.0","404.6000003814697","","","","","","","","50","0,0,0","6","blank","285","null","0.5610789966993545","0.08039542072481502","0.197917861447688","0","","","","","","","","",""
"","html-keyboard-response","130","422235","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","131","425210","0.0-75.0-0.0","439.19999980926514","","","","","","","","51","1,0,0","6","blank","286","null","0.5001979600965343","0.05041350282358824","0.1887075238862144","0","","","","","","","","",""
"","html-keyboard-response","132","426215","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","133","429884","0.0-76.0-0.0","2159.4000000953674","","","","","","","","56","","","","287","probe-221","","","","","1","[object Object]","168","4","0","","","",""
"","html-keyboard-response","134","430890","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","135","434753","0.0-77.0-0.0","1324.7999997138977","","","","","","","","49","0,0,0","6","blank","288","null","0.47455630174478625","0.1527773395503728","0.13026010174125552","0","","","","","","","","",""
"","html-keyboard-response","136","435757","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","137","439368","0.0-78.0-0.0","2102.4000000953674","","","","","","","","53","","","","289","probe-49","","","","","1","[object Object]","200","5","1","","","",""
"","html-keyboard-response","138","440371","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","139","444259","0.0-79.0-0.0","1349.7999997138977","","","","","","","","49","0,0,0","6","blank","290","null","0.5679430680694948","0.2784121254903525","0.09296550360613379","0","","","","","","","","",""
"","html-keyboard-response","140","445262","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","141","448738","0.0-80.0-0.0","936.2000002861023","","","","","","","","50","1,0,1","6","blank","291","null","0.6016357529905911","0.15972027340211026","0.1504247615661828","0","","","","","","","","",""
"","html-keyboard-response","142","449741","0.0-80.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","143","452946","0.0-81.0-0.0","1696.9000000953674","","","","","","","","53","","","","292","probe-19","","","","","1","[object Object]","203","5","1","","","",""
"","html-keyboard-response","144","453949","0.0-81.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","145","457545","0.0-82.0-0.0","1058","","","","","","","","49","0,0,0","6","blank","293","null","0.5178159124423641","0.3204896007019167","0.2052145954889965","0","","","","","","","","",""
"","html-keyboard-response","146","458547","0.0-82.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","147","461933","0.0-83.0-0.0","847.4000000953674","","","","","","","","50","0,1,0","6","blank","294","null","0.5934413934263983","0.4448890700490323","0.20408429472647743","1","","","","","","","","",""
"","html-keyboard-response","148","462937","0.0-83.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","149","466230","0.0-84.0-0.0","1788.4000000953674","","","","","","","","56","","","","295","probe-121","","","","","1","[object Object]","208","5","0","","","",""
