"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","probe","probed_trial_n","probed_context_n"
"","do_trial","33","231704","0.0-26.0-0.0","280","","","","","","","","50","0,1,1","6","blank","237","null","0.14573310751372126","0.5635612109354923","0.25908488143382524","1","","","","","","","",""
"","html-keyboard-response","34","232718","0.0-26.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","35","235558","0.0-27.0-0.0","275.19999998807907","","","","","","","","50","0,0,1","6","blank","238","null","0.24751710355123763","0.4830041244817009","0.3405883442172977","0","","","","","","","",""
"","html-keyboard-response","36","236572","0.0-27.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","37","239143","0.0-28.0-0.0","0.19999998807907104","","","","","","","","51","0,1,1","6","blank","239","null","0.14740202011563536","0.6447728271074251","0.29828244743450216","1","","","","","","","",""
"","html-keyboard-response","38","240157","0.0-28.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","39","242860","0.0-29.0-0.0","129.5999999642372","","","","","","","","49","0,1,0","6","blank","240","null","0.2649635063624246","0.5453398835485428","0.34872546051230396","0","","","","","","","",""
"","html-keyboard-response","40","243876","0.0-29.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","41","249890","0.0-30.0-0.0","null","","","","","","","","null","","","","241","probe-250","","","","","0","[object Object]","null","null","0","","",""
"","html-keyboard-response","42","250894","0.0-30.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","43","255018","0.0-31.0-0.0","1552.3999999761581","","","","","","","","50","0,0,1","6","blank","242","null","0.3040393153990909","0.49380254162635845","0.15401569396012757","0","","","","","","","",""
"","html-keyboard-response","44","256021","0.0-31.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","45","258599","0.0-32.0-0.0","1061.7000000476837","","","","","","","","53","","","","243","probe-140","","","","","1","[object Object]","160","4","1","","",""
"","html-keyboard-response","46","259615","0.0-32.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","47","262745","0.0-33.0-0.0","569.3000000119209","","","","","","","","50","0,0,1","6","blank","244","null","0.4651524647332071","0.3490480301633439","0.19500622922781322","0","","","","","","","",""
"","html-keyboard-response","48","263761","0.0-33.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","49","266695","0.0-34.0-0.0","1412","","","","","","","","54","","","","245","probe-190","","","","","1","[object Object]","129","3","1","","",""
"","html-keyboard-response","50","267705","0.0-34.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","51","271161","0.0-35.0-0.0","900.8999999761581","","","","","","","","49","0,0,0","6","blank","246","null","0.45953832030098873","0.3915842672524961","0.32490800200289566","0","","","","","","","",""
"","html-keyboard-response","52","272164","0.0-35.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","53","274986","0.0-36.0-0.0","259.30000001192093","","","","","","","","51","1,0,0","6","blank","247","null","0.5527147346071539","0.32878300905863067","0.3336485114428565","0","","","","","","","",""
"","html-keyboard-response","54","276002","0.0-36.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","55","278775","0.0-37.0-0.0","211.5","","","","","","","","50","0,0,0","6","blank","248","null","0.729646521255643","0.2364750662611671","0.39854947592318085","0","","","","","","","",""
"","html-keyboard-response","56","279787","0.0-37.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","57","282158","0.0-38.0-0.0","848.1000000238419","","","","","","","","53","","","","249","probe-199","","","","","1","[object Object]","41","1","1","","",""
"","html-keyboard-response","58","283173","0.0-38.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","59","286170","0.0-39.0-0.0","427.19999998807907","","","","","","","","49","0,0,1","6","blank","250","null","0.5686861127991835","0.17111086165595832","0.31800220014526004","0","","","","","","","",""
"","html-keyboard-response","60","287184","0.0-39.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","61","289641","0.0-40.0-0.0","946.7999999523163","","","","","","","","54","","","","251","probe-118","","","","","1","[object Object]","85","2","1","","",""
"","html-keyboard-response","62","290656","0.0-40.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","63","293769","0.0-41.0-0.0","561.3999999761581","","","","","","","","51","1,0,0","6","blank","252","null","0.6232514540275562","0.05504202517382085","0.518551010179747","0","","","","","","","",""
"","html-keyboard-response","64","294773","0.0-41.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","65","297664","0.0-42.0-0.0","322.5999999642372","","","","","","","","49","1,0,0","6","blank","253","null","0.5847646171363252","0.17428209652335733","0.4390751567379395","1","","","","","","","",""
"","html-keyboard-response","66","298674","0.0-42.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","67","301503","0.0-43.0-0.0","258.89999997615814","","","","","","","","50","1,0,0","6","blank","254","null","0.6096602171033738","0.15990057547530656","0.2748206120878591","0","","","","","","","",""
"","html-keyboard-response","68","302520","0.0-43.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","69","305266","0.0-44.0-0.0","1229.699999988079","","","","","","","","54","","","","255","probe-88","","","","","1","[object Object]","166","4","1","","",""
"","html-keyboard-response","70","306283","0.0-44.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","71","309328","0.0-45.0-0.0","477.80000001192093","","","","","","","","49","1,0,0","6","blank","256","null","0.48731894335697606","0.14244247722192463","0.22389348458390715","1","","","","","","","",""
"","html-keyboard-response","72","310338","0.0-45.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","73","313515","0.0-46.0-0.0","607","","","","","","","","50","0,0,0","6","blank","257","null","0.5950983292428974","0.2394416495931878","0.23925478545227358","0","","","","","","","",""
"","html-keyboard-response","74","314521","0.0-46.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","75","317335","0.0-47.0-0.0","1293.199999988079","","","","","","","","54","","","","258","probe-188","","","","","1","[object Object]","87","2","1","","",""
"","html-keyboard-response","76","318340","0.0-47.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","77","321554","0.0-48.0-0.0","638.1000000238419","","","","","","","","49","1,0,0","6","blank","259","null","0.6215815872217794","0.2200076953613472","0.35772242177530217","1","","","","","","","",""
"","html-keyboard-response","78","322567","0.0-48.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","79","325223","0.0-49.0-0.0","1147.6000000238419","","","","","","","","54","","","","260","probe-171","","","","","1","[object Object]","42","1","1","","",""
"","html-keyboard-response","80","326240","0.0-49.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","81","329452","0.0-50.0-0.0","640","","","","","","","","49","1,0,1","6","blank","261","null","0.5858570322156915","0.0769194289631116","0.4712016460003659","1","","","","","","","",""
"","html-keyboard-response","82","330455","0.0-50.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","83","333309","0.0-51.0-0.0","288.80000001192093","","","","","","","","51","1,0,1","6","blank","262","null","0.463309052719368","0.082821446462005","0.3949627483891686","1","","","","","","","",""
"","html-keyboard-response","84","334325","0.0-51.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","85","337165","0.0-52.0-0.0","267.7999999523163","","","","","","","","50","0,1,1","6","blank","263","null","0.4381923620973383","0.1916139657562185","0.38758071281759465","1","","","","","","","",""
"","html-keyboard-response","86","338168","0.0-52.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","87","341149","0.0-53.0-0.0","424.60000002384186","","","","","","","","51","1,0,0","6","blank","264","null","0.44514372145285047","0.31234262013726755","0.34042522095438826","0","","","","","","","",""
"","html-keyboard-response","88","342152","0.0-53.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","89","344998","0.0-54.0-0.0","284","","","","","","","","49","0,0,0","6","blank","265","null","0.4725027180496847","0.24107953468661497","0.35068424298601847","0","","","","","","","",""
"","html-keyboard-response","90","346015","0.0-54.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","91","348316","0.0-55.0-0.0","791.6000000238419","","","","","","","","54","","","","266","probe-120","","","","","1","[object Object]","208","5","1","","",""
"","html-keyboard-response","92","349321","0.0-55.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","93","352203","0.0-56.0-0.0","311.19999998807907","","","","","","","","50","1,1,0","6","blank","267","null","0.49259811934807335","0.3085847921141916","0.2736161289382292","1","","","","","","","",""
"","html-keyboard-response","94","353220","0.0-56.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","break","95","372518","0.0-57.0-0.0","19296.899999976158","<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","96","375072","0.0-57.0-1.0","1035.9000000357628","","","","","","","","54","","","","268","probe-174","","","","","1","[object Object]","86","2","1","","",""
"","html-keyboard-response","97","376085","0.0-57.0-2.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","98","379142","0.0-58.0-0.0","498.30000001192093","","","","","","","","51","1,1,1","6","blank","269","null","0.6754384087602047","0.3000541662120108","0.30728586564204174","1","","","","","","","",""
"","html-keyboard-response","99","380153","0.0-58.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","100","382979","0.0-59.0-0.0","258.19999998807907","","","","","","","","50","1,1,0","6","blank","270","null","0.7242544622341383","0.12362568530797736","0.22327273473553397","1","","","","","","","",""
"","html-keyboard-response","101","383996","0.0-59.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","102","386777","0.0-60.0-0.0","218.10000002384186","","","","","","","","49","1,0,0","6","blank","271","null","0.7751534758721482","0.07857141286358708","0.3854540496922877","1","","","","","","","",""
"","html-keyboard-response","103","387793","0.0-60.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","104","390596","0.0-61.0-0.0","255.5","","","","","","","","50","1,0,0","6","blank","272","null","0.6125986292499846","0.1013649632224912","0.44916853347251917","0","","","","","","","",""
"","html-keyboard-response","105","391603","0.0-61.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","106","394497","0.0-62.0-0.0","319.4000000357628","","","","","","","","51","1,0,1","6","blank","273","null","0.5211021400101339","0.1921479943865254","0.3727742261781124","1","","","","","","","",""
"","html-keyboard-response","107","395514","0.0-62.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","108","398443","0.0-63.0-0.0","370.7999999523163","","","","","","","","49","0,0,0","6","blank","274","null","0.5306989466413407","0.07908280213135345","0.3288630389220335","0","","","","","","","",""
"","html-keyboard-response","109","399450","0.0-63.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","110","401596","0.0-64.0-0.0","623.3999999761581","","","","","","","","54","","","","275","probe-244","","","","","0","[object Object]","null","null","0","","",""
"","html-keyboard-response","111","402610","0.0-64.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","112","405453","0.0-65.0-0.0","275.5","","","","","","","","50","0,0,0","6","blank","276","null","0.5919271192313689","0.18250336456780106","0.2408023897221242","0","","","","","","","",""
"","html-keyboard-response","113","406455","0.0-65.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","114","409346","0.0-66.0-0.0","329","","","","","","","","51","1,0,0","6","blank","277","null","0.6650863823402604","0.1650741058963631","0.19935135320051417","0","","","","","","","",""
"","html-keyboard-response","115","410357","0.0-66.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","116","413160","0.0-67.0-0.0","234.89999997615814","","","","","","","","49","1,0,1","6","blank","278","null","0.6183226279906024","0.19016618566191804","0.22385039534828785","1","","","","","","","",""
"","html-keyboard-response","117","414167","0.0-67.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","118","416939","0.0-68.0-0.0","205.39999997615814","","","","","","","","51","0,0,0","6","blank","279","null","0.5388840887837955","0.09898345814471915","0.27289693540700727","0","","","","","","","",""
"","html-keyboard-response","119","417952","0.0-68.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","120","420836","0.0-69.0-0.0","318.69999998807907","","","","","","","","50","0,0,0","6","blank","280","null","0.6641227850407982","0.09734676433202319","0.1735051405644625","0","","","","","","","",""
"","html-keyboard-response","121","421847","0.0-69.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","122","424355","0.0-70.0-0.0","991.1000000238419","","","","","","","","54","","","","281","probe-187","","","","","1","[object Object]","80","2","1","","",""
"","html-keyboard-response","123","425362","0.0-70.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","124","428267","0.0-71.0-0.0","331.80000001192093","","","","","","","","50","1,0,1","6","blank","282","null","0.7782478654455028","0.12979849050067352","0.29732107658589796","0","","","","","","","",""
"","html-keyboard-response","125","429284","0.0-71.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","126","432140","0.0-72.0-0.0","276.5","","","","","","","","49","0,0,0","6","blank","283","null","0.7258699323331745","0.13691114175651745","0.1989468708418875","0","","","","","","","",""
"","html-keyboard-response","127","433143","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","128","436301","0.0-73.0-0.0","586.9000000357628","","","","","","","","51","0,0,0","6","blank","284","null","0.5859509495268227","0.10083748436392348","0.27198028819420933","0","","","","","","","",""
"","html-keyboard-response","129","437319","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","130","440365","0.0-74.0-0.0","471.0999999642372","","","","","","","","49","1,0,0","6","blank","285","null","0.5007454484771501","0.11846196037315515","0.22247490304409767","1","","","","","","","",""
"","html-keyboard-response","131","441380","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","132","444387","0.0-75.0-0.0","444.30000001192093","","","","","","","","50","1,0,0","6","blank","286","null","0.5304594072111355","0.11115547927990843","0.22923537916749215","0","","","","","","","",""
"","html-keyboard-response","133","445404","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","134","448043","0.0-76.0-0.0","1127.199999988079","","","","","","","","54","","","","287","probe-236","","","","","0","[object Object]","null","null","0","","",""
"","html-keyboard-response","135","449056","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","136","452322","0.0-77.0-0.0","691.8999999761581","","","","","","","","50","1,0,1","6","blank","288","null","0.6312988087230705","0.06763664990095639","0.32522974435700747","0","","","","","","","",""
"","html-keyboard-response","137","453324","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","138","456153","0.0-78.0-0.0","251.69999998807907","","","","","","","","49","1,1,0","6","blank","289","null","0.5883530913735286","0.17477859518598302","0.17681330853823268","1","","","","","","","",""
"","html-keyboard-response","139","457158","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","140","460035","0.0-79.0-0.0","320","","","","","","","","51","1,0,0","6","blank","290","null","0.6236896766331512","0.17619487938494072","0.3401306087547629","0","","","","","","","",""
"","html-keyboard-response","141","461044","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","142","464001","0.0-80.0-0.0","391.89999997615814","","","","","","","","50","0,0,0","6","blank","291","null","0.6715053856058111","0.10964249391851393","0.3979773262790281","0","","","","","","","",""
"","html-keyboard-response","143","465013","0.0-80.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","144","468258","0.0-81.0-0.0","672.3000000119209","","","","","","","","49","1,0,1","6","blank","292","null","0.5693967035959113","0.08261719898457724","0.5721395546719407","1","","","","","","","",""
"","html-keyboard-response","145","469268","0.0-81.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","146","472030","0.0-82.0-0.0","1249.1000000238419","","","","","","","","54","","","","293","probe-06","","","","","1","[object Object]","47","1","1","","",""
"","html-keyboard-response","147","473033","0.0-82.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","148","476198","0.0-83.0-0.0","607.6999999880791","","","","","","","","49","0,0,0","6","blank","294","null","0.44214075388435","0.1175739487410668","0.4314328402103156","0","","","","","","","",""
"","html-keyboard-response","149","477208","0.0-83.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
