"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","probe","probed_trial_n","probed_context_n"
"","html-keyboard-response","26","208623","0.0-22.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","27","211547","0.0-23.0-0.0","363.2000000476837","","","","","","","","50","1,1,1","6","blank","234","null","0.2892705467849958","0.6717330982502171","0.16496077346109794","1","","","","","","","",""
"","html-keyboard-response","28","212552","0.0-23.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","29","215488","0.0-24.0-0.0","374","","","","","","","","50","1,0,0","6","blank","235","null","0.3244386138053132","0.6544805396376697","0.11687032371894861","0","","","","","","","",""
"","html-keyboard-response","30","216495","0.0-24.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","31","219505","0.0-25.0-0.0","447.5","","","","","","","","49","1,1,0","6","blank","236","null","0.36881759252072555","0.5831212214170646","0.17196483703608975","1","","","","","","","",""
"","html-keyboard-response","32","220509","0.0-25.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","33","224073","0.0-26.0-0.0","1003.1000000238419","","","","","","","","49","0,1,0","6","blank","237","null","0.3095788043160907","0.5648536030103363","0.17562493863611586","0","","","","","","","",""
"","html-keyboard-response","34","225076","0.0-26.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","35","228433","0.0-27.0-0.0","790.2999999523163","","","","","","","","49","0,1,1","6","blank","238","null","0.11832382502455875","0.5572116736264784","0.14248375099771576","0","","","","","","","",""
"","html-keyboard-response","36","229437","0.0-27.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","37","232326","0.0-28.0-0.0","323.8000000715256","","","","","","","","51","0,1,0","6","blank","239","null","0.18089074296154983","0.6618948979523357","0.11202277817188648","0","","","","","","","",""
"","html-keyboard-response","38","233329","0.0-28.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","39","236320","0.0-29.0-0.0","429.60000002384186","","","","","","","","50","1,0,0","6","blank","240","null","0.26085665833770444","0.5721245099940474","0.0791593016607282","0","","","","","","","",""
"","html-keyboard-response","40","237325","0.0-29.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","41","240480","0.0-30.0-0.0","591.1000000238419","","","","","","","","50","0,1,0","6","blank","241","null","0.3298943697692184","0.6689536598063248","0.1315860400386903","1","","","","","","","",""
"","html-keyboard-response","42","241482","0.0-30.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","43","244179","0.0-31.0-0.0","135.69999992847443","","","","","","","","50","0,1,0","6","blank","242","null","0.4722583472248343","0.47363526465631745","0.10946064795620532","1","","","","","","","",""
"","html-keyboard-response","44","245184","0.0-31.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","45","248124","0.0-32.0-0.0","372.89999997615814","","","","","","","","50","0,0,0","6","blank","243","null","0.4645261553088191","0.38405953235501594","0.11082631069057441","0","","","","","","","",""
"","html-keyboard-response","46","249126","0.0-32.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","47","251932","0.0-33.0-0.0","246.90000009536743","","","","","","","","50","0,1,0","6","blank","244","null","0.6055707254176202","0.44136786345663204","0.09521515393945575","1","","","","","","","",""
"","html-keyboard-response","48","252935","0.0-33.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","49","258946","0.0-34.0-0.0","null","","","","","","","","null","","","","245","probe-103","","","","","1","[object Object]","80","2","0","","",""
"","html-keyboard-response","50","259951","0.0-34.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","51","264059","0.0-35.0-0.0","1546.5","","","","","","","","50","1,1,0","6","blank","246","null","0.6012410924355606","0.4154724822126002","0.09458654496207677","1","","","","","","","",""
"","html-keyboard-response","52","265062","0.0-35.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","53","268803","0.0-36.0-0.0","1173.6999999284744","","","","","","","","50","1,0,0","6","blank","247","null","0.5003203857541714","0.4312000507247998","0.10715526648165064","0","","","","","","","",""
"","html-keyboard-response","54","269808","0.0-36.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","55","273725","0.0-37.0-0.0","1357.7000000476837","","","","","","","","50","1,1,1","6","blank","248","null","0.5924028320650464","0.3864756744265774","0.06463459734603913","1","","","","","","","",""
"","html-keyboard-response","56","274728","0.0-37.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","57","280737","0.0-38.0-0.0","null","","","","","","","","null","","","","249","probe-236","","","","","0","[object Object]","null","null","0","","",""
"","html-keyboard-response","58","281740","0.0-38.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","59","286287","0.0-39.0-0.0","1982","","","","","","","","49","1,1,1","6","blank","250","null","0.710974338284468","0.31824284381105844","0.0692474769083571","1","","","","","","","",""
"","html-keyboard-response","60","287291","0.0-39.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","61","290254","0.0-40.0-0.0","403","","","","","","","","50","0,0,0","6","blank","251","null","0.6492243369804921","0.2169179071664895","0.1795505301016606","0","","","","","","","",""
"","html-keyboard-response","62","291256","0.0-40.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","63","293822","0.0-41.0-0.0","0.10000002384185791","","","","","","","","49","1,0,0","6","blank","252","null","0.7081439706895821","0.3017400632349392","0.1902415922580717","1","","","","","","","",""
"","html-keyboard-response","64","294823","0.0-41.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","65","297405","0.0-42.0-0.0","46.5","","","","","","","","49","1,1,0","6","blank","253","null","0.5015190891684344","0.3689289116410789","0.1363166415750495","1","","","","","","","",""
"","html-keyboard-response","66","298408","0.0-42.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","67","304421","0.0-43.0-0.0","null","","","","","","","","null","","","","254","probe-221","","","","","1","[object Object]","163","4","0","","",""
"","html-keyboard-response","68","305427","0.0-43.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","69","309435","0.0-44.0-0.0","1446.3000000715256","","","","","","","","49","1,0,0","6","blank","255","null","0.5997463786480135","0.3365929370720724","0.06830140370379979","1","","","","","","","",""
"","html-keyboard-response","70","310438","0.0-44.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","71","313350","0.0-45.0-0.0","350","","","","","","","","49","1,0,0","6","blank","256","null","0.6685295693409203","0.4509807911381101","0.07147355390336119","1","","","","","","","",""
"","html-keyboard-response","72","314354","0.0-45.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","73","317907","0.0-46.0-0.0","993","","","","","","","","50","0,0,0","6","blank","257","null","0.8082904681238049","0.27070876624775225","0.1481151122852488","0","","","","","","","",""
"","html-keyboard-response","74","318911","0.0-46.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","75","321798","0.0-47.0-0.0","322.60000002384186","","","","","","","","49","1,1,0","6","blank","258","null","0.7216998399578709","0.33305612723809797","0.1676218351784031","1","","","","","","","",""
"","html-keyboard-response","76","322801","0.0-47.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","77","325740","0.0-48.0-0.0","378.60000002384186","","","","","","","","49","0,0,0","6","blank","259","null","0.5934780377726255","0.272395598295021","0.21717911361613967","0","","","","","","","",""
"","html-keyboard-response","78","326742","0.0-48.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","79","330893","0.0-49.0-0.0","2637.100000023842","","","","","","","","53","","","","260","probe-99","","","","","1","[object Object]","85","2","1","","",""
"","html-keyboard-response","80","331897","0.0-49.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","81","335513","0.0-50.0-0.0","1054.3999999761581","","","","","","","","49","0,0,0","6","blank","261","null","0.6124375989049109","0.42385035260890236","0.12854811347240075","0","","","","","","","",""
"","html-keyboard-response","82","336518","0.0-50.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","83","340592","0.0-51.0-0.0","2563","","","","","","","","53","","","","262","probe-224","","","","","1","[object Object]","42","1","1","","",""
"","html-keyboard-response","84","341594","0.0-51.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","85","345442","0.0-52.0-0.0","1288","","","","","","","","50","1,0,0","6","blank","263","null","0.5987050374577264","0.4817549743784503","0.16886715957490694","0","","","","","","","",""
"","html-keyboard-response","86","346445","0.0-52.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","87","349108","0.0-53.0-0.0","100.70000004768372","","","","","","","","51","1,0,1","6","blank","264","null","0.6413992550043248","0.4464434396768525","0.2394735973859401","1","","","","","","","",""
"","html-keyboard-response","88","350111","0.0-53.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","89","353160","0.0-54.0-0.0","491","","","","","","","","49","1,0,1","6","blank","265","null","0.6930894856097177","0.2716076746485381","0.27246302743761674","1","","","","","","","",""
"","html-keyboard-response","90","354165","0.0-54.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","91","357321","0.0-55.0-0.0","595","","","","","","","","49","1,0,0","6","blank","266","null","0.5669359016161755","0.25429151868114164","0.13422984425726886","1","","","","","","","",""
"","html-keyboard-response","92","358324","0.0-55.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","93","364339","0.0-56.0-0.0","null","","","","","","","","null","","","","267","probe-112","","","","","1","[object Object]","87","2","0","","",""
"","html-keyboard-response","94","365342","0.0-56.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","95","371405","0.0-57.0-0.0","null","","","","","","","","null","1,0,0","6","blank","268","null","0.4750880655643057","0.33287419608044877","0.12968324120314073","","","","","","","","",""
"","html-keyboard-response","96","372408","0.0-57.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","break","97","375967","0.0-57.0-2.0","3557.7000000476837","<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","98","379445","0.0-57.0-3.0","919.1999999284744","","","","","","","","49","0,0,0","6","blank","269","null","0.48092445841586434","0.29586385950936217","0.1834035708736075","0","","","","","","","",""
"","html-keyboard-response","99","380450","0.0-57.0-4.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","100","384342","0.0-58.0-0.0","2383.2999999523163","","","","","","","","53","","","","270","probe-200","","","","","1","[object Object]","128","3","1","","",""
"","html-keyboard-response","101","385347","0.0-58.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","102","390003","0.0-59.0-0.0","2093.0999999046326","","","","","","","","51","1,0,1","6","blank","271","null","0.44114563194174444","0.4076808763714872","0.23119887148546603","1","","","","","","","",""
"","html-keyboard-response","103","391011","0.0-59.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","104","394763","0.0-60.0-0.0","2241.1999999284744","","","","","","","","54","","","","272","probe-41","","","","","1","[object Object]","88","2","1","","",""
"","html-keyboard-response","105","395768","0.0-60.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","106","401106","0.0-61.0-0.0","2775.399999976158","","","","","","","","50","1,0,1","6","blank","273","null","0.5051024392065124","0.28891094262031736","0.23937715180343516","0","","","","","","","",""
"","html-keyboard-response","107","402108","0.0-61.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","108","405099","0.0-62.0-0.0","428.10000002384186","","","","","","","","49","0,0,0","6","blank","274","null","0.5530104992017983","0.28983175344982587","0.1070669879889781","0","","","","","","","",""
"","html-keyboard-response","109","406102","0.0-62.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","110","408869","0.0-63.0-0.0","203.29999995231628","","","","","","","","51","1,0,1","6","blank","275","null","0.5627845301013337","0.4310430418200488","0.17249908224743934","1","","","","","","","",""
"","html-keyboard-response","111","409872","0.0-63.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","112","412795","0.0-64.0-0.0","355","","","","","","","","51","1,0,0","6","blank","276","null","0.49636628463339505","0.3193495405868728","0.14557191324025298","0","","","","","","","",""
"","html-keyboard-response","113","413799","0.0-64.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","114","417614","0.0-65.0-0.0","2304.7999999523163","","","","","","","","53","","","","277","probe-164","","","","","1","[object Object]","160","4","1","","",""
"","html-keyboard-response","115","418618","0.0-65.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","116","421590","0.0-66.0-0.0","410.09999990463257","","","","","","","","50","0,0,0","6","blank","278","null","0.43066146502084446","0.16647082524695386","0.06799401337418896","0","","","","","","","",""
"","html-keyboard-response","117","422597","0.0-66.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","118","425459","0.0-67.0-0.0","302","","","","","","","","50","1,0,0","6","blank","279","null","0.5336228871658918","0.2376377646050702","0.0795634608311944","0","","","","","","","",""
"","html-keyboard-response","119","426462","0.0-67.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","120","429157","0.0-68.0-0.0","133.70000004768372","","","","","","","","51","1,0,0","6","blank","280","null","0.49508775980789965","0.19030104221008337","0.09979780123969706","0","","","","","","","",""
"","html-keyboard-response","121","430162","0.0-68.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","122","432911","0.0-69.0-0.0","189.20000004768372","","","","","","","","49","0,0,0","6","blank","281","null","0.5584991504902236","0.17557704085900377","0.14626156498136755","0","","","","","","","",""
"","html-keyboard-response","123","433914","0.0-69.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","124","437517","0.0-70.0-0.0","2089.399999976158","","","","","","","","53","","","","282","probe-42","","","","","1","[object Object]","125","3","1","","",""
"","html-keyboard-response","125","438519","0.0-70.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","126","441306","0.0-71.0-0.0","223.5","","","","","","","","50","0,0,0","6","blank","283","null","0.6455526020947427","0.3398748213438699","0.1889255200167579","0","","","","","","","",""
"","html-keyboard-response","127","442310","0.0-71.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","128","444909","0.0-72.0-0.0","34.39999997615814","","","","","","","","50","1,0,0","6","blank","284","null","0.676970599997839","0.3101885268348812","0.14279400354981037","0","","","","","","","",""
"","html-keyboard-response","129","445914","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","130","449045","0.0-73.0-0.0","1620.1999999284744","","","","","","","","53","","","","285","probe-161","","","","","1","[object Object]","168","4","1","","",""
"","html-keyboard-response","131","450048","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","132","453589","0.0-74.0-0.0","979.8999999761581","","","","","","","","50","0,0,0","6","blank","286","null","0.5491768336674577","0.3124234592889312","0.1693458548440869","0","","","","","","","",""
"","html-keyboard-response","133","454592","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","134","457291","0.0-75.0-0.0","139.5","","","","","","","","49","0,0,0","6","blank","287","null","0.6585025603967591","0.29418542920396334","0.27499386792792596","0","","","","","","","",""
"","html-keyboard-response","135","458294","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","136","461554","0.0-76.0-0.0","1751.4000000953674","","","","","","","","53","","","","288","probe-11","","","","","1","[object Object]","129","3","1","","",""
"","html-keyboard-response","137","462557","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","138","465531","0.0-77.0-0.0","412.60000002384186","","","","","","","","50","1,1,0","6","blank","289","null","0.6050214668148789","0.34341571193507375","0.2884838075900939","1","","","","","","","",""
"","html-keyboard-response","139","466533","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","140","469910","0.0-78.0-0.0","1867.5999999046326","","","","","","","","53","","","","290","probe-186","","","","","1","[object Object]","207","5","1","","",""
"","html-keyboard-response","141","470913","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","142","473526","0.0-79.0-0.0","54.10000002384186","","","","","","","","49","0,0,0","6","blank","291","null","0.6073049449751257","0.23531183474011763","0.2721315274637955","0","","","","","","","",""
"","html-keyboard-response","143","474529","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","144","477616","0.0-80.0-0.0","525.1000000238419","","","","","","","","49","0,0,1","6","blank","292","null","0.6622921541346405","0.17805117269851564","0.3405868279744397","0","","","","","","","",""
"","html-keyboard-response","145","478618","0.0-80.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","146","481187","0.0-81.0-0.0","0.19999992847442627","","","","","","","","50","1,0,1","6","blank","293","null","0.6107877557469459","0.05191449794194153","0.31310441951743834","0","","","","","","","",""
"","html-keyboard-response","147","482194","0.0-81.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","148","484904","0.0-82.0-0.0","148.80000007152557","","","","","","","","51","0,0,0","6","blank","294","null","0.6248139875986329","0.08695352994055393","0.4718666971179636","0","","","","","","","",""
"","html-keyboard-response","149","485907","0.0-82.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
