"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","probe","probed_trial_n","probed_context_n"
"","html-keyboard-response","13","137725","0.0-13.0","2005.300000011921","<div class='center'><p> You will press the 5, 6, 7, 8 keys on your keyboard to respond.</p><p>If you are very sure saw the ship, press <b>5</b> on your keyboard.</p><p> If you think you  saw it before but are not sure, then press <b>6</b>.</p><p> If you think you have <b>not</b> seen it before but are not sure, then press <b>7</b>.</p><p> If you are sure you did <b>not</b> see the ship before, then press <b>8</b>.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_outcome","14","159280","0.0-14.0","null","run_exp/static/audio/clip_35_recognition_3.m4a","null","","","","","<div class='center'><p> If you remember correctly, then you’ll get a gold coin like this: </p><p><img src='run_exp/static/images/tutorial/reward_small.png' height='200'></p><p>If you do not remember correctly, then you'll see a red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='200'></p><p>Importantly, when you are shown a ship, take the time to remind yourself which island you saw it on. This will help you in the next part of the study.</p></div>","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","15","160316","0.0-15.0","1034.7000000476837","<div class='center'><p> If you remember correctly, then you’ll get a gold coin like this: </p><p><img src='run_exp/static/images/tutorial/reward_small.png' height='200'></p><p>If you do not remember correctly, then you'll see a red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='200'></p><p>Importantly, when you are shown a ship, take the time to remind yourself which island you saw it on. This will help you in the next part of the study.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","begin_test_phase","16","184839","0.0-16.0","null","run_exp/static/audio/clip_36_begin_final.m4a","null","","","","","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p></div>","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","17","185968","0.0-17.0","1076.6000000238419","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","18","189979","0.0-18.0","null","","","","","","","","null","","","","","","","","","","","","","","","","",""
"","do_trial","19","194106","0.0-19.0-0.0","1570.5","","","","","","","","49","0,0,0","6","blank","230","null","0.7315445693007899","0.18499145587442428","0.20616918895456554","0","","","","","","","",""
"","html-keyboard-response","20","195114","0.0-19.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","21","198600","0.0-20.0-0.0","941.1000000238419","","","","","","","","50","1,0,0","6","blank","231","null","0.7604955535982474","0.1070511850624","0.22302912246855308","0","","","","","","","",""
"","html-keyboard-response","22","199614","0.0-20.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","23","202461","0.0-21.0-0.0","300.5999999642372","","","","","","","","51","0,0,0","6","blank","232","null","0.6373069446574141","0.11563249562302387","0.16986868796422402","0","","","","","","","",""
"","html-keyboard-response","24","203474","0.0-21.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","25","206581","0.0-22.0-0.0","559.8999999761581","","","","","","","","49","0,1,0","6","blank","233","null","0.49512633221962576","0.13456543633394147","0.29652023425384644","0","","","","","","","",""
"","html-keyboard-response","26","207588","0.0-22.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","27","210376","0.0-23.0-0.0","245.80000001192093","","","","","","","","50","1,0,1","6","blank","234","null","0.6526187015799733","0.25219742590021127","0.39726279124753106","0","","","","","","","",""
"","html-keyboard-response","28","211385","0.0-23.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","29","214194","0.0-24.0-0.0","264.9000000357628","","","","","","","","51","1,0,1","6","blank","235","null","0.5883582371817825","0.30286758955200993","0.3623936951836686","1","","","","","","","",""
"","html-keyboard-response","30","215205","0.0-24.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","31","218230","0.0-25.0-0.0","478.89999997615814","","","","","","","","51","1,0,0","6","blank","236","null","0.6572110184935752","0.4080169117020156","0.3182429826716138","0","","","","","","","",""
"","html-keyboard-response","32","219240","0.0-25.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","33","222101","0.0-26.0-0.0","315.5","","","","","","","","49","1,0,1","6","blank","237","null","0.6071217163126987","0.06933694739968121","0.2783034152697053","1","","","","","","","",""
"","html-keyboard-response","34","223116","0.0-26.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","35","226065","0.0-27.0-0.0","396.69999998807907","","","","","","","","50","1,0,0","6","blank","238","null","0.48228777893199837","0.07584948982397034","0.273008443334811","0","","","","","","","",""
"","html-keyboard-response","36","227074","0.0-27.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","37","230524","0.0-28.0-0.0","902.8999999761581","","","","","","","","51","0,0,0","6","blank","239","null","0.4599600480034708","0.0790938999561784","0.32182366130476725","0","","","","","","","",""
"","html-keyboard-response","38","231538","0.0-28.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","39","234396","0.0-29.0-0.0","312.19999998807907","","","","","","","","49","0,0,0","6","blank","240","null","0.362265081078382","0.059884148731192646","0.38875753308991834","0","","","","","","","",""
"","html-keyboard-response","40","235411","0.0-29.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","41","238213","0.0-30.0-0.0","260.5","","","","","","","","50","1,0,0","6","blank","241","null","0.3638718748497552","0.1224870734276489","0.3229799450768088","0","","","","","","","",""
"","html-keyboard-response","42","239222","0.0-30.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","43","242095","0.0-31.0-0.0","333.2999999523163","","","","","","","","51","1,0,0","6","blank","242","null","0.33591540392914654","0.1237638006269584","0.42514274269199653","0","","","","","","","",""
"","html-keyboard-response","44","243106","0.0-31.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","45","246018","0.0-32.0-0.0","362.19999998807907","","","","","","","","50","0,0,1","6","blank","243","null","0.2752403902747433","0.19696801797771243","0.5040453688998374","0","","","","","","","",""
"","html-keyboard-response","46","247027","0.0-32.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","47","249744","0.0-33.0-0.0","168.70000004768372","","","","","","","","49","1,0,1","6","blank","244","null","0.3669361248642588","0.14942871042970685","0.6897798016781826","1","","","","","","","",""
"","html-keyboard-response","48","250758","0.0-33.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","49","256773","0.0-34.0-0.0","null","","","","","","","","null","","","","245","probe-118","","","","","1","[object Object]","209","5","0","","",""
"","html-keyboard-response","50","257783","0.0-34.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","51","261257","0.0-35.0-0.0","925.6999999880791","","","","","","","","49","1,0,1","6","blank","246","null","0.29919298538405625","0.24747890857307767","0.7845801971007554","1","","","","","","","",""
"","html-keyboard-response","52","262271","0.0-35.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","53","264786","0.0-36.0-0.0","995.4000000357628","","","","","","","","54","","","","247","probe-249","","","","","0","[object Object]","null","null","0","","",""
"","html-keyboard-response","54","265798","0.0-36.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","55","269582","0.0-37.0-0.0","1224.800000011921","","","","","","","","49","0,0,1","6","blank","248","null","0.4126959124454755","0.08990675490660674","0.7235527017397791","0","","","","","","","",""
"","html-keyboard-response","56","270598","0.0-37.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","57","273548","0.0-38.0-0.0","407.19999998807907","","","","","","","","50","0,0,0","6","blank","249","null","0.2977836092949394","0.0743842535223902","0.6180730963944706","0","","","","","","","",""
"","html-keyboard-response","58","274561","0.0-38.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","59","277448","0.0-39.0-0.0","342.19999998807907","","","","","","","","49","0,0,0","6","blank","250","null","0.1987272498601539","0.061387796967803235","0.5920370370080211","0","","","","","","","",""
"","html-keyboard-response","60","278458","0.0-39.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","61","281404","0.0-40.0-0.0","394.69999998807907","","","","","","","","51","0,0,0","6","blank","251","null","0.084109637340513","0.06051981164359794","0.5578216818067887","0","","","","","","","",""
"","html-keyboard-response","62","282417","0.0-40.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","63","284424","0.0-41.0-0.0","495.19999998807907","","","","","","","","56","","","","252","probe-136","","","","","1","[object Object]","85","2","0","","",""
"","html-keyboard-response","64","285437","0.0-41.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","65","288561","0.0-42.0-0.0","568.3999999761581","","","","","","","","50","0,0,0","6","blank","253","null","0.08064759903588044","0.12302707275517916","0.4048631378133222","0","","","","","","","",""
"","html-keyboard-response","66","289577","0.0-42.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","67","292712","0.0-43.0-0.0","591.6000000238419","","","","","","","","50","0,0,1","6","blank","254","null","0.13969181276580472","0.1662148153099722","0.5199075800283239","0","","","","","","","",""
"","html-keyboard-response","68","293726","0.0-43.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","69","296678","0.0-44.0-0.0","1441","","","","","","","","54","","","","255","probe-159","","","","","1","[object Object]","83","2","1","","",""
"","html-keyboard-response","70","297692","0.0-44.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","71","300713","0.0-45.0-0.0","477.89999997615814","","","","","","","","50","0,0,0","6","blank","256","null","0.1621370750788503","0.08367737197639982","0.7412305899480307","0","","","","","","","",""
"","html-keyboard-response","72","301728","0.0-45.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","73","303765","0.0-46.0-0.0","523.5","","","","","","","","54","","","","257","probe-80","","","","","1","[object Object]","207","5","1","","",""
"","html-keyboard-response","74","304780","0.0-46.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","75","307986","0.0-47.0-0.0","654.3000000119209","","","","","","","","50","0,0,1","6","blank","258","null","0.07570466935534054","0.05976761232410357","0.7590739444270114","0","","","","","","","",""
"","html-keyboard-response","76","308998","0.0-47.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","77","312042","0.0-48.0-0.0","494.9000000357628","","","","","","","","50","1,0,1","6","blank","259","null","0.259079209639917","0.07116539074973738","0.5141639272624206","0","","","","","","","",""
"","html-keyboard-response","78","313055","0.0-48.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","79","316333","0.0-49.0-0.0","725.8999999761581","","","","","","","","50","0,1,1","6","blank","260","null","0.2612745640958754","0.08023377269191877","0.6076669326326324","1","","","","","","","",""
"","html-keyboard-response","80","317334","0.0-49.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","81","320549","0.0-50.0-0.0","664.6000000238419","","","","","","","","50","0,0,0","6","blank","261","null","0.41811697660012914","0.20084014828139488","0.6331646177783159","0","","","","","","","",""
"","html-keyboard-response","82","321559","0.0-50.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","83","324117","0.0-51.0-0.0","1036","","","","","","","","55","","","","262","probe-172","","","","","1","[object Object]","40","1","0","","",""
"","html-keyboard-response","84","325130","0.0-51.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","85","328105","0.0-52.0-0.0","426.5","","","","","","","","49","0,1,0","6","blank","263","null","0.38195963396140675","0.33516390424962367","0.6698341283106034","0","","","","","","","",""
"","html-keyboard-response","86","329110","0.0-52.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","87","331700","0.0-53.0-0.0","42.40000003576279","","","","","","","","51","0,0,1","6","blank","264","null","0.32750252051688855","0.3053188069002609","0.5954598861411295","1","","","","","","","",""
"","html-keyboard-response","88","332705","0.0-53.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","89","334747","0.0-54.0-0.0","523.1999999880791","","","","","","","","55","","","","265","probe-43","","","","","1","[object Object]","167","4","0","","",""
"","html-keyboard-response","90","335751","0.0-54.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","91","338701","0.0-55.0-0.0","398.39999997615814","","","","","","","","49","0,0,1","6","blank","266","null","0.4796165003930241","0.16303632229098977","0.5414819106482768","0","","","","","","","",""
"","html-keyboard-response","92","339710","0.0-55.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","93","341755","0.0-56.0-0.0","533.1000000238419","","","","","","","","53","","","","267","probe-78","","","","","1","[object Object]","165","4","1","","",""
"","html-keyboard-response","94","342759","0.0-56.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","95","345777","0.0-57.0-0.0","466","","","","","","","","51","1,0,1","6","blank","268","null","0.35662374658480334","0.14609460186619408","0.5681155185226182","1","","","","","","","",""
"","html-keyboard-response","96","346781","0.0-57.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","break","97","401341","0.0-57.0-2.0","54558.30000001192","<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","98","404985","0.0-57.0-3.0","1088.5","","","","","","","","49","1,0,1","6","blank","269","null","0.25221040642709397","0.0584916318169512","0.6995504049204011","1","","","","","","","",""
"","html-keyboard-response","99","405998","0.0-57.0-4.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","100","408831","0.0-58.0-0.0","278.30000001192093","","","","","","","","51","0,0,0","6","blank","270","null","0.4572601978961924","0.06840390916260512","0.7732684895214871","0","","","","","","","",""
"","html-keyboard-response","101","409846","0.0-58.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","102","412973","0.0-59.0-0.0","575.3999999761581","","","","","","","","51","0,0,0","6","blank","271","null","0.4859605645773599","0.058205455503521505","0.6161814663650018","0","","","","","","","",""
"","html-keyboard-response","103","413974","0.0-59.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","104","415973","0.0-60.0-0.0","478.5999999642372","","","","","","","","53","","","","272","probe-194","","","","","1","[object Object]","204","5","1","","",""
"","html-keyboard-response","105","416987","0.0-60.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","106","419792","0.0-61.0-0.0","264.0999999642372","","","","","","","","50","0,0,1","6","blank","273","null","0.3921412455570701","0.14954646787519862","0.6045310697085483","0","","","","","","","",""
"","html-keyboard-response","107","420794","0.0-61.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","108","423703","0.0-62.0-0.0","353.19999998807907","","","","","","","","50","0,0,1","6","blank","274","null","0.38817798242948215","0.22147122785327022","0.536152184080988","0","","","","","","","",""
"","html-keyboard-response","109","424705","0.0-62.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","110","426556","0.0-63.0-0.0","335.30000001192093","","","","","","","","54","","","","275","probe-164","","","","","1","[object Object]","161","4","1","","",""
"","html-keyboard-response","111","427565","0.0-63.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","112","430667","0.0-64.0-0.0","557.5","","","","","","","","50","1,0,1","6","blank","276","null","0.30538062174082553","0.09933717423643526","0.48524741198186866","0","","","","","","","",""
"","html-keyboard-response","113","431681","0.0-64.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","114","434831","0.0-65.0-0.0","603.8999999761581","","","","","","","","51","0,0,1","6","blank","277","null","0.22321145987830476","0.08040567862918031","0.5758356031168931","1","","","","","","","",""
"","html-keyboard-response","115","435844","0.0-65.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","116","438668","0.0-66.0-0.0","278.10000002384186","","","","","","","","49","0,0,1","6","blank","278","null","0.2949823338975474","0.16130347535111836","0.5767260893617773","0","","","","","","","",""
"","html-keyboard-response","117","439681","0.0-66.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","118","442770","0.0-67.0-0.0","525.8999999761581","","","","","","","","50","0,0,0","6","blank","279","null","0.322493299642608","0.1805288520978053","0.536895127222936","0","","","","","","","",""
"","html-keyboard-response","119","443784","0.0-67.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","120","446701","0.0-68.0-0.0","362.30000001192093","","","","","","","","51","0,0,1","6","blank","280","null","0.39015501083889753","0.10460041135487493","0.6489959916642734","1","","","","","","","",""
"","html-keyboard-response","121","447708","0.0-68.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","122","450649","0.0-69.0-0.0","382.39999997615814","","","","","","","","49","0,0,1","6","blank","281","null","0.2634677232242638","0.18032269479691543","0.6425482668800508","0","","","","","","","",""
"","html-keyboard-response","123","451661","0.0-69.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","124","453650","0.0-70.0-0.0","476.39999997615814","","","","","","","","54","","","","282","probe-174","","","","","1","[object Object]","206","5","1","","",""
"","html-keyboard-response","125","454652","0.0-70.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","126","457690","0.0-71.0-0.0","489.5","","","","","","","","50","0,0,1","6","blank","283","null","0.2950622156059749","0.06432829211529967","0.6913953545237547","0","","","","","","","",""
"","html-keyboard-response","127","458700","0.0-71.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","128","461539","0.0-72.0-0.0","297","","","","","","","","49","0,0,0","6","blank","284","null","0.2611690350007568","0.07439209834498643","0.6550769421260428","0","","","","","","","",""
"","html-keyboard-response","129","462553","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","130","465409","0.0-73.0-0.0","303","","","","","","","","50","1,0,0","6","blank","285","null","0.33659485148069934","0.05399966327392796","0.6798608225258286","0","","","","","","","",""
"","html-keyboard-response","131","466425","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","132","469516","0.0-74.0-0.0","534.3999999761581","","","","","","","","50","0,0,1","6","blank","286","null","0.26983413119133814","0.05488023250777619","0.6736375117167372","0","","","","","","","",""
"","html-keyboard-response","133","470518","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","134","472591","0.0-75.0-0.0","562.1999999880791","","","","","","","","55","","","","287","probe-53","","","","","1","[object Object]","164","4","0","","",""
"","html-keyboard-response","135","473605","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","136","476739","0.0-76.0-0.0","583.2000000476837","","","","","","","","49","0,0,1","6","blank","288","null","0.19131017946277326","0.1635508491728908","0.6232128314719378","0","","","","","","","",""
"","html-keyboard-response","137","477751","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","138","480730","0.0-77.0-0.0","429.10000002384186","","","","","","","","50","1,0,0","6","blank","289","null","0.2607387524171189","0.12268145230382226","0.7176758414579991","0","","","","","","","",""
"","html-keyboard-response","139","481745","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","140","484584","0.0-78.0-0.0","287.30000001192093","","","","","","","","49","0,1,0","6","blank","290","null","0.26549916956403574","0.17140432143853251","0.7198047960556087","0","","","","","","","",""
"","html-keyboard-response","141","485601","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","142","488441","0.0-79.0-0.0","291.10000002384186","","","","","","","","51","0,0,1","6","blank","291","null","0.1975338362712843","0.052228446817045936","0.707835959575636","1","","","","","","","",""
"","html-keyboard-response","143","489457","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","144","491577","0.0-80.0-0.0","600.3000000119209","","","","","","","","55","","","","292","probe-108","","","","","1","[object Object]","48","1","0","","",""
"","html-keyboard-response","145","492591","0.0-80.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","146","496147","0.0-81.0-0.0","999.9000000357628","","","","","","","","51","1,1,1","6","blank","293","null","0.3868440592129045","0.10229324849907773","0.6499599764234014","1","","","","","","","",""
"","html-keyboard-response","147","497162","0.0-81.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","148","500047","0.0-82.0-0.0","339.5","","","","","","","","49","1,0,0","6","blank","294","null","0.37730551155927783","0.10084964169055045","0.5925197341558781","1","","","","","","","",""
"","html-keyboard-response","149","501060","0.0-82.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
