"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","probe","probed_trial_n","probed_context_n","context_im"
"","explain_probe_1","10","137949","0.0-10.0","null","run_exp/static/audio/clip_33_recognition_1.m4a","null","","","","","<div class='center'><p> Sometimes you’ll be shown a ship, and you will be asked if you saw this ship on a past island.</p><p> Here is an example of what you will see.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","141339","0.0-11.0","3389.209999993909","<div class='center'><p> Sometimes you’ll be shown a ship, and you will be asked if you saw this ship on a past island.</p><p> Here is an example of what you will see.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_probe_2","12","168181","0.0-12.0","null","run_exp/static/audio/clip_34_recognition_2.m4a","null","","","","","<div class='center'><p> You will press the 5, 6, 7, 8 keys on your keyboard to respond.</p><p>If you are very sure saw the ship, press <b>5</b> on your keyboard.</p><p> If you think you  saw it before but are not sure, then press <b>6</b>.</p><p> If you think you have <b>not</b> seen it before but are not sure, then press <b>7</b>.</p><p> If you are sure you did <b>not</b> see the ship before, then press <b>8</b>.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","13","172736","0.0-13.0","4553.760000038892","<div class='center'><p> You will press the 5, 6, 7, 8 keys on your keyboard to respond.</p><p>If you are very sure saw the ship, press <b>5</b> on your keyboard.</p><p> If you think you  saw it before but are not sure, then press <b>6</b>.</p><p> If you think you have <b>not</b> seen it before but are not sure, then press <b>7</b>.</p><p> If you are sure you did <b>not</b> see the ship before, then press <b>8</b>.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_outcome","14","194280","0.0-14.0","null","run_exp/static/audio/clip_35_recognition_3.m4a","null","","","","","<div class='center'><p> If you remember correctly, then you’ll get a gold coin like this: </p><p><img src='run_exp/static/images/tutorial/reward_small.png' height='200'></p><p>If you do not remember correctly, then you'll see a red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='200'></p><p>Importantly, when you are shown a ship, take the time to remind yourself which island you saw it on. This will help you in the next part of the study.</p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","15","197952","0.0-15.0","3671.085000038147","<div class='center'><p> If you remember correctly, then you’ll get a gold coin like this: </p><p><img src='run_exp/static/images/tutorial/reward_small.png' height='200'></p><p>If you do not remember correctly, then you'll see a red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='200'></p><p>Importantly, when you are shown a ship, take the time to remind yourself which island you saw it on. This will help you in the next part of the study.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","begin_test_phase","16","222492","0.0-16.0","null","run_exp/static/audio/clip_36_begin_final.m4a","null","","","","","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","17","231419","0.0-17.0","8893.5899999924","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","18","232927","0.0-18.0","null","","","","","","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","19","238980","0.0-19.0-0.0","null","","","","","","","","null","0,0,0","6","blank","230","null","0.3336079791636714","0.11002156755725194","0.6267334863481214","","","","","","","","","",""
"","html-keyboard-response","20","239987","0.0-19.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","21","242956","0.0-20.0-0.0","418.41500002192333","","","","","","","","49","1,0,1","6","blank","231","null","0.3710609313103402","0.09524391644730158","0.6980241999351466","1","","","","","","","","",""
"","html-keyboard-response","22","243959","0.0-20.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","23","246919","0.0-21.0-0.0","411.35000000940636","","","","","","","","49","1,0,1","6","blank","232","null","0.3877756486360871","0.06900694186065869","0.7365044829594405","1","","","","","","","","",""
"","html-keyboard-response","24","247921","0.0-21.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","25","250991","0.0-22.0-0.0","523.3749999897555","","","","","","","","49","0,0,0","6","blank","233","null","0.4173670814573635","0.09744477840560455","0.5938126575681425","0","","","","","","","","",""
"","html-keyboard-response","26","251997","0.0-22.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","27","255426","0.0-23.0-0.0","886.9549999944866","","","","","","","","49","0,1,1","6","blank","234","null","0.2840606347961678","0.10623116095598652","0.4347469577321479","0","","","","","","","","",""
"","html-keyboard-response","28","256430","0.0-23.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","29","259974","0.0-24.0-0.0","995.0199999730103","","","","","","","","49","0,0,1","6","blank","235","null","0.39129262809675985","0.05486249628020812","0.4396515576860414","0","","","","","","","","",""
"","html-keyboard-response","30","260979","0.0-24.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","31","263949","0.0-25.0-0.0","424.2350000422448","","","","","","","","49","0,0,0","6","blank","236","null","0.24726693608330347","0.06789191028817701","0.4944851047547241","0","","","","","","","","",""
"","html-keyboard-response","32","264955","0.0-25.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","33","268923","0.0-26.0-0.0","1417.9499999736436","","","","","","","","49","0,0,1","6","blank","237","null","0.23042437954467596","0.06115463886153826","0.44752759677783766","0","","","","","","","","",""
"","html-keyboard-response","34","269927","0.0-26.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","35","273462","0.0-27.0-0.0","987.6800000201911","","","","","","","","49","1,0,0","6","blank","238","null","0.3075957594423122","0.09229198320714549","0.36526640336262356","1","","","","","","","","",""
"","html-keyboard-response","36","274467","0.0-27.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","37","277533","0.0-28.0-0.0","519.2699999897741","","","","","","","","49","0,0,1","6","blank","239","null","0.28804355178448493","0.11236904566976912","0.40008085705500185","0","","","","","","","","",""
"","html-keyboard-response","38","278537","0.0-28.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","39","284596","0.0-29.0-0.0","null","","","","","","","","null","0,0,0","6","blank","240","null","0.26763248357205427","0.1781757234672714","0.35610825279906944","","","","","","","","","",""
"","html-keyboard-response","40","285598","0.0-29.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","41","290708","0.0-30.0-0.0","2560.4399999720044","","","","","","","","49","0,0,0","6","blank","241","null","0.07061261765035468","0.19765710579669318","0.38879278487938523","0","","","","","","","","",""
"","html-keyboard-response","42","291714","0.0-30.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","43","294807","0.0-31.0-0.0","1579.2950000031851","","","","","","","","53","","","","242","probe-172","","","","","1","[object Object]","204","5","1","","","",""
"","html-keyboard-response","44","295811","0.0-31.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","45","298765","0.0-32.0-0.0","405.3800000110641","","","","","","","","49","0,0,1","6","blank","243","null","0.23766337541186502","0.41095618433735925","0.3662938981133888","0","","","","","","","","",""
"","html-keyboard-response","46","299771","0.0-32.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","47","303505","0.0-33.0-0.0","2226.34500003187","","","","","","","","53","","","","244","probe-11","","","","","1","[object Object]","83","2","1","","","",""
"","html-keyboard-response","48","304508","0.0-33.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","49","309603","0.0-34.0-0.0","2547.729999991134","","","","","","","","49","0,0,1","6","blank","245","null","0.18269766477393806","0.2520852875961604","0.30114829474508076","0","","","","","","","","",""
"","html-keyboard-response","50","310608","0.0-34.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","51","316615","0.0-35.0-0.0","null","","","","","","","","null","","","","246","probe-03","","","","","1","[object Object]","207","5","0","","","",""
"","html-keyboard-response","52","317619","0.0-35.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","53","320621","0.0-36.0-0.0","453.4049999783747","","","","","","","","49","0,1,0","6","blank","247","null","0.16116767896941286","0.27079901382719795","0.26677427101653745","0","","","","","","","","",""
"","html-keyboard-response","54","321627","0.0-36.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","55","324598","0.0-37.0-0.0","428.7499999627471","","","","","","","","49","0,0,0","6","blank","248","null","0.16451204607678105","0.33673719449711925","0.30059166252284175","0","","","","","","","","",""
"","html-keyboard-response","56","325600","0.0-37.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","57","330931","0.0-38.0-0.0","2727.815000049304","","","","","","","","49","0,1,1","6","blank","249","null","0.226187092525932","0.4877847012504974","0.2863056061348207","0","","","","","","","","",""
"","html-keyboard-response","58","331934","0.0-38.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","59","335024","0.0-39.0-0.0","544.4499999866821","","","","","","","","49","1,1,1","6","blank","250","null","0.3222926787044839","0.42041841783988815","0.3405591882104784","1","","","","","","","","",""
"","html-keyboard-response","60","336029","0.0-39.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","61","339491","0.0-40.0-0.0","912.9700000048615","","","","","","","","49","1,0,0","6","blank","251","null","0.3650505464261294","0.6243400614022009","0.2648860446050775","1","","","","","","","","",""
"","html-keyboard-response","62","340496","0.0-40.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","63","344575","0.0-41.0-0.0","2571.34500000393","","","","","","","","53","","","","252","probe-55","","","","","1","[object Object]","127","3","1","","","",""
"","html-keyboard-response","64","345581","0.0-41.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","65","349265","0.0-42.0-0.0","1132.77000002563","","","","","","","","49","0,0,1","6","blank","253","null","0.3810940431183117","0.6258873084009692","0.2137901806128361","0","","","","","","","","",""
"","html-keyboard-response","66","350269","0.0-42.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","67","353228","0.0-43.0-0.0","412.7949999528937","","","","","","","","49","0,1,0","6","blank","254","null","0.20015212760401033","0.8080846813555692","0.10452711835407844","0","","","","","","","","",""
"","html-keyboard-response","68","354230","0.0-43.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","69","357272","0.0-44.0-0.0","498.32499999320135","","","","","","","","49","0,0,0","6","blank","255","null","0.1688816045246336","0.7339277696687228","0.09346821603995167","0","","","","","","","","",""
"","html-keyboard-response","70","358274","0.0-44.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","71","360879","0.0-45.0-0.0","56.19999999180436","","","","","","","","49","1,0,0","6","blank","256","null","0.26505782981297815","0.7649950195463713","0.16748450254595196","1","","","","","","","","",""
"","html-keyboard-response","72","361884","0.0-45.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","73","364781","0.0-46.0-0.0","1385.4150000261143","","","","","","","","53","","","","257","probe-195","","","","","1","[object Object]","129","3","1","","","",""
"","html-keyboard-response","74","365782","0.0-46.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","75","369115","0.0-47.0-0.0","785.5250000138767","","","","","","","","49","1,1,0","6","blank","258","null","0.23644584655573936","0.787896586934159","0.07191117277213536","1","","","","","","","","",""
"","html-keyboard-response","76","370118","0.0-47.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","77","373539","0.0-48.0-0.0","874.3900000117719","","","","","","","","49","1,0,0","6","blank","259","null","0.3705182177765562","0.8900016604468463","0.07139385746698046","1","","","","","","","","",""
"","html-keyboard-response","78","374543","0.0-48.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","79","377442","0.0-49.0-0.0","1389.7900000447407","","","","","","","","53","","","","260","probe-234","","","","","0","[object Object]","null","null","0","","","",""
"","html-keyboard-response","80","378446","0.0-49.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","81","381468","0.0-50.0-0.0","470.8400000235997","","","","","","","","49","0,0,0","6","blank","261","null","0.35551249467427765","0.6182508007475706","0.21311336415028176","0","","","","","","","","",""
"","html-keyboard-response","82","382469","0.0-50.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","83","385036","0.0-51.0-0.0","1055.9249999932945","","","","","","","","53","","","","262","probe-242","","","","","0","[object Object]","null","null","0","","","",""
"","html-keyboard-response","84","386040","0.0-51.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","85","388637","0.0-52.0-0.0","45.014999981503934","","","","","","","","49","0,1,0","6","blank","263","null","0.15604172102533007","0.7407318787033157","0.2356716741660244","0","","","","","","","","",""
"","html-keyboard-response","86","389639","0.0-52.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","87","392528","0.0-53.0-0.0","340.35499999299645","","","","","","","","49","0,1,0","6","blank","264","null","0.14774016277929128","0.7927462569209014","0.26719760534193593","0","","","","","","","","",""
"","html-keyboard-response","88","393539","0.0-53.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","89","396593","0.0-54.0-0.0","479.2149999993853","","","","","","","","49","0,1,0","6","blank","265","null","0.3032976448682016","0.7866163890576853","0.16844505597458978","0","","","","","","","","",""
"","html-keyboard-response","90","397597","0.0-54.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","91","400527","0.0-55.0-0.0","381.01500004995614","","","","","","","","49","0,1,0","6","blank","266","null","0.3412688832984731","0.5882363088040775","0.21333644035505944","0","","","","","","","","",""
"","html-keyboard-response","92","401532","0.0-55.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","93","404270","0.0-56.0-0.0","190.70500001544133","","","","","","","","50","1,1,0","6","blank","267","null","0.3540636595778743","0.6653505748843437","0.21602039508437074","1","","","","","","","","",""
"","html-keyboard-response","94","405275","0.0-56.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","95","407880","0.0-57.0-0.0","1094.295000017155","","","","","","","","53","","","","268","probe-57","","","","","1","[object Object]","160","4","1","","","",""
"","html-keyboard-response","96","408885","0.0-57.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","97","411758","0.0-58.0-0.0","325.2900000079535","","","","","","","","50","1,0,0","6","blank","269","null","0.3559232692966159","0.7146598874089135","0.223701018134359","0","","","","","","","","",""
"","html-keyboard-response","98","412760","0.0-58.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","99","417036","0.0-59.0-0.0","2765.300000028219","","","","","","","","53","","","","270","probe-26","","","","","1","[object Object]","42","1","1","","","",""
"","html-keyboard-response","100","418042","0.0-59.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","101","421443","0.0-60.0-0.0","851.7700000084005","","","","","","","","50","1,1,0","6","blank","271","null","0.37266029766360226","0.6656181327136509","0.09902978068855225","1","","","","","","","","",""
"","html-keyboard-response","102","422447","0.0-60.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","103","428500","0.0-61.0-0.0","null","","","","","","","","null","0,0,0","6","blank","272","null","0.2807889877303131","0.6381895110037334","0.07163160661296983","","","","","","","","","",""
"","html-keyboard-response","104","429504","0.0-61.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","105","432106","0.0-62.0-0.0","1093.7549999798648","","","","","","","","53","","","","273","probe-136","","","","","1","[object Object]","126","3","1","","","",""
"","html-keyboard-response","106","433111","0.0-62.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","107","439163","0.0-63.0-0.0","null","","","","","","","","null","1,0,0","6","blank","274","null","0.375087834023915","0.5708011221629561","0.05420329748382404","","","","","","","","","",""
"","html-keyboard-response","108","440165","0.0-63.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","109","446216","0.0-64.0-0.0","null","","","","","","","","null","1,1,0","6","blank","275","null","0.4171414367356252","0.5629741437833986","0.09328133185839324","","","","","","","","","",""
"","html-keyboard-response","110","447221","0.0-64.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","111","452020","0.0-65.0-0.0","2253.5550000029616","","","","","","","","49","1,1,0","6","blank","276","null","0.3191504148240484","0.5248547202492394","0.05686385601288103","1","","","","","","","","",""
"","html-keyboard-response","112","453025","0.0-65.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","113","456124","0.0-66.0-0.0","548.7399999983609","","","","","","","","49","1,1,0","6","blank","277","null","0.3069924948514197","0.4867798374126429","0.11529993615799448","1","","","","","","","","",""
"","html-keyboard-response","114","457130","0.0-66.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","115","461169","0.0-67.0-0.0","1488.0550000234507","","","","","","","","49","1,0,0","6","blank","278","null","0.45481618883319924","0.3763636788573119","0.1587345315321427","1","","","","","","","","",""
"","html-keyboard-response","116","462172","0.0-67.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","117","468223","0.0-68.0-0.0","null","","","","","","","","null","0,1,0","6","blank","279","null","0.3350726798954791","0.401810211275681","0.10535605287266574","","","","","","","","","",""
"","html-keyboard-response","118","469226","0.0-68.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","119","471980","0.0-69.0-0.0","1242.4800000153482","","","","","","","","53","","","","280","probe-243","","","","","0","[object Object]","null","null","0","","","",""
"","html-keyboard-response","120","472981","0.0-69.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","121","475660","0.0-70.0-0.0","128.87000001501292","","","","","","","","49","0,1,0","6","blank","281","null","0.1897444085455","0.40988171518012523","0.11317257689206046","0","","","","","","","","",""
"","html-keyboard-response","122","476663","0.0-70.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","123","479915","0.0-71.0-0.0","705.9250000165775","","","","","","","","49","0,1,0","6","blank","282","null","0.18530432823986864","0.5200813754798178","0.15677525221392757","0","","","","","","","","",""
"","html-keyboard-response","124","480917","0.0-71.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","125","484427","0.0-72.0-0.0","959.3999999924563","","","","","","","","49","0,0,0","6","blank","283","null","0.323103299945322","0.5079212375737929","0.28539337422983674","0","","","","","","","","",""
"","html-keyboard-response","126","485428","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","127","489383","0.0-73.0-0.0","1407.8750000335276","","","","","","","","49","0,0,0","6","blank","284","null","0.22397059232034677","0.5219434539183931","0.14547916814968456","0","","","","","","","","",""
"","html-keyboard-response","128","490385","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","129","493889","0.0-74.0-0.0","958.2799999625422","","","","","","","","49","0,0,1","6","blank","285","null","0.23757811909629617","0.5808922421065728","0.18541587030446308","0","","","","","","","","",""
"","html-keyboard-response","130","494894","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","131","498602","0.0-75.0-0.0","1159.3700000084937","","","","","","","","50","0,1,0","6","blank","286","null","0.32384430566426664","0.7593275179655257","0.14779618244713172","1","","","","","","","","",""
"","html-keyboard-response","132","499607","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","133","502950","0.0-76.0-0.0","792.699999990873","","","","","","","","50","0,1,0","6","blank","287","null","0.3014589444887144","0.7258521394527142","0.10308945004536516","1","","","","","","","","",""
"","html-keyboard-response","134","503956","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","135","506885","0.0-77.0-0.0","1422.484999988228","","","","","","","","53","","","","288","probe-203","","","","","1","[object Object]","48","1","1","","","",""
"","html-keyboard-response","136","507887","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","137","511112","0.0-78.0-0.0","678.3700000378303","","","","","","","","50","0,1,0","6","blank","289","null","0.21069588032311323","0.77710052453652","0.16771105347543688","1","","","","","","","","",""
"","html-keyboard-response","138","512117","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","139","515320","0.0-79.0-0.0","653.8600000203587","","","","","","","","50","0,1,0","6","blank","290","null","0.12472941864592337","0.6391826648741648","0.09426235386940171","1","","","","","","","","",""
"","html-keyboard-response","140","516324","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","141","518933","0.0-80.0-0.0","58.610000007320195","","","","","","","","50","0,1,0","6","blank","291","null","0.2306064696096402","0.5536993528504155","0.12392293558161203","1","","","","","","","","",""
"","html-keyboard-response","142","519938","0.0-80.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","143","522731","0.0-81.0-0.0","246.7000000178814","","","","","","","","50","1,1,0","6","blank","292","null","0.3161867487121695","0.5939845463475164","0.20095448934164284","1","","","","","","","","",""
"","html-keyboard-response","144","523732","0.0-81.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","145","526423","0.0-82.0-0.0","147.45500002754852","","","","","","","","50","0,1,1","6","blank","293","null","0.49904382874600894","0.40946856861675884","0.24590198981454273","1","","","","","","","","",""
"","html-keyboard-response","146","527425","0.0-82.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","147","530950","0.0-83.0-0.0","2016.8350000167266","","","","","","","","53","","","","294","probe-133","","","","","1","[object Object]","87","2","1","","","",""
"","html-keyboard-response","148","531955","0.0-83.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
