"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","probe","probed_trial_n","probed_context_n","context_im"
"","explain_probe_2","12","133884","0.0-12.0","null","run_exp/static/audio/clip_34_recognition_2.m4a","null","","","","","<div class='center'><p> You will press the 5, 6, 7, 8 keys on your keyboard to respond.</p><p>If you are very sure saw the ship, press <b>5</b> on your keyboard.</p><p> If you think you  saw it before but are not sure, then press <b>6</b>.</p><p> If you think you have <b>not</b> seen it before but are not sure, then press <b>7</b>.</p><p> If you are sure you did <b>not</b> see the ship before, then press <b>8</b>.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","13","135704","0.0-13.0","1819.2000002861023","<div class='center'><p> You will press the 5, 6, 7, 8 keys on your keyboard to respond.</p><p>If you are very sure saw the ship, press <b>5</b> on your keyboard.</p><p> If you think you  saw it before but are not sure, then press <b>6</b>.</p><p> If you think you have <b>not</b> seen it before but are not sure, then press <b>7</b>.</p><p> If you are sure you did <b>not</b> see the ship before, then press <b>8</b>.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_outcome","14","157243","0.0-14.0","null","run_exp/static/audio/clip_35_recognition_3.m4a","null","","","","","<div class='center'><p> If you remember correctly, then you’ll get a gold coin like this: </p><p><img src='run_exp/static/images/tutorial/reward_small.png' height='200'></p><p>If you do not remember correctly, then you'll see a red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='200'></p><p>Importantly, when you are shown a ship, take the time to remind yourself which island you saw it on. This will help you in the next part of the study.</p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","15","166666","0.0-15.0","9422.199999809265","<div class='center'><p> If you remember correctly, then you’ll get a gold coin like this: </p><p><img src='run_exp/static/images/tutorial/reward_small.png' height='200'></p><p>If you do not remember correctly, then you'll see a red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='200'></p><p>Importantly, when you are shown a ship, take the time to remind yourself which island you saw it on. This will help you in the next part of the study.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","begin_test_phase","16","191190","0.0-16.0","null","run_exp/static/audio/clip_36_begin_final.m4a","null","","","","","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","17","199021","0.0-17.0","7805.800000190735","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","18","200525","0.0-18.0","null","","","","","","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","19","204888","0.0-19.0-0.0","1825","","","","","","","","49","1,0,0","6","blank","230","null","0.6554964782276576","0.1409332686841124","0.22227061734593676","1","","","","","","","","",""
"","html-keyboard-response","20","205892","0.0-19.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","21","209243","0.0-20.0-0.0","810.5999999046326","","","","","","","","49","1,0,1","6","blank","231","null","0.6719829796859567","0.16324340140106716","0.2481944952886338","1","","","","","","","","",""
"","html-keyboard-response","22","210249","0.0-20.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","23","213159","0.0-21.0-0.0","370.7999997138977","","","","","","","","50","0,0,0","6","blank","232","null","0.73349230707469","0.1449978677209746","0.4073150816914098","0","","","","","","","","",""
"","html-keyboard-response","24","214163","0.0-21.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","25","217070","0.0-22.0-0.0","372.40000009536743","","","","","","","","49","1,0,1","6","blank","233","null","0.6907481495607545","0.1977131945922822","0.45964184652406126","1","","","","","","","","",""
"","html-keyboard-response","26","218072","0.0-22.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","27","221063","0.0-23.0-0.0","456.2999997138977","","","","","","","","49","1,0,0","6","blank","234","null","0.6716585802914321","0.07268161569412641","0.2928474536938128","1","","","","","","","","",""
"","html-keyboard-response","28","222067","0.0-23.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","29","225248","0.0-24.0-0.0","646.7000002861023","","","","","","","","50","0,0,0","6","blank","235","null","0.6873931030922443","0.06726069567858257","0.2508744212032051","0","","","","","","","","",""
"","html-keyboard-response","30","226249","0.0-24.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","31","229121","0.0-25.0-0.0","335","","","","","","","","49","1,0,0","6","blank","236","null","0.6050570627570702","0.2352658701173829","0.34043501953533517","1","","","","","","","","",""
"","html-keyboard-response","32","230126","0.0-25.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","33","233036","0.0-26.0-0.0","373.30000019073486","","","","","","","","49","0,0,0","6","blank","237","null","0.6668687067900981","0.3042782773205632","0.35203399963720766","0","","","","","","","","",""
"","html-keyboard-response","34","234039","0.0-26.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","35","236971","0.0-27.0-0.0","397.2999997138977","","","","","","","","49","1,0,0","6","blank","238","null","0.6482324598462341","0.16079754324667547","0.43171649742244844","1","","","","","","","","",""
"","html-keyboard-response","36","237973","0.0-27.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","37","240921","0.0-28.0-0.0","411.90000009536743","","","","","","","","49","1,0,1","6","blank","239","null","0.5594557593698347","0.1068322719903224","0.41338465480428144","1","","","","","","","","",""
"","html-keyboard-response","38","241924","0.0-28.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","39","244817","0.0-29.0-0.0","353.09999990463257","","","","","","","","49","1,0,0","6","blank","240","null","0.47823456669298986","0.25639772745327716","0.33176834689568657","1","","","","","","","","",""
"","html-keyboard-response","40","245820","0.0-29.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","41","248763","0.0-30.0-0.0","405.80000019073486","","","","","","","","49","1,0,0","6","blank","241","null","0.40254234263255834","0.22882565435550445","0.3938689956963858","1","","","","","","","","",""
"","html-keyboard-response","42","249768","0.0-30.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","43","252664","0.0-31.0-0.0","362.59999990463257","","","","","","","","49","0,0,0","6","blank","242","null","0.39941062517418763","0.4824168019152363","0.22751563902166005","0","","","","","","","","",""
"","html-keyboard-response","44","253667","0.0-31.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","45","256614","0.0-32.0-0.0","412.2999997138977","","","","","","","","49","0,1,1","6","blank","243","null","0.37333747032195336","0.42116025231536497","0.46712277782529077","0","","","","","","","","",""
"","html-keyboard-response","46","257617","0.0-32.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","47","260556","0.0-33.0-0.0","399.80000019073486","","","","","","","","49","0,1,1","6","blank","244","null","0.14625322351885311","0.5688810226849919","0.3806795286612254","0","","","","","","","","",""
"","html-keyboard-response","48","261557","0.0-33.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","49","267567","0.0-34.0-0.0","null","","","","","","","","null","","","","245","probe-51","","","","","1","[object Object]","80","2","0","","","",""
"","html-keyboard-response","50","268569","0.0-34.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","51","271882","0.0-35.0-0.0","776.0999999046326","","","","","","","","49","0,1,0","6","blank","246","null","0.0836631417179255","0.6337879331567696","0.3226569048257118","0","","","","","","","","",""
"","html-keyboard-response","52","272886","0.0-35.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","53","278895","0.0-36.0-0.0","null","","","","","","","","null","","","","247","probe-141","","","","","1","[object Object]","88","2","0","","","",""
"","html-keyboard-response","54","279897","0.0-36.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","55","283324","0.0-37.0-0.0","889.4000000953674","","","","","","","","50","1,1,0","6","blank","248","null","0.08131029781505687","0.7105372887349225","0.3278504342034467","1","","","","","","","","",""
"","html-keyboard-response","56","284329","0.0-37.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","57","287794","0.0-38.0-0.0","1956","","","","","","","","53","","","","249","probe-245","","","","","0","[object Object]","null","null","0","","","",""
"","html-keyboard-response","58","288797","0.0-38.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","59","293280","0.0-39.0-0.0","1946.2000002861023","","","","","","","","50","0,1,0","6","blank","250","null","0.05945516340422549","0.5622912866828635","0.20893192300519864","1","","","","","","","","",""
"","html-keyboard-response","60","294283","0.0-39.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","61","297884","0.0-40.0-0.0","2093.4000000953674","","","","","","","","54","","","","251","probe-100","","","","","1","[object Object]","47","1","1","","","",""
"","html-keyboard-response","62","298889","0.0-40.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","63","302526","0.0-41.0-0.0","1102.3000001907349","","","","","","","","50","0,1,0","6","blank","252","null","0.05353858180578291","0.5777426098716224","0.24028867974327495","1","","","","","","","","",""
"","html-keyboard-response","64","303529","0.0-41.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","65","305625","0.0-42.0-0.0","587.0999999046326","","","","","","","","54","","","","253","probe-101","","","","","1","[object Object]","87","2","1","","","",""
"","html-keyboard-response","66","306628","0.0-42.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","67","311643","0.0-43.0-0.0","2475.3999996185303","","","","","","","","50","1,1,0","6","blank","254","null","0.12124623963426094","0.5221293139027592","0.4302634440544005","1","","","","","","","","",""
"","html-keyboard-response","68","312646","0.0-43.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","69","315008","0.0-44.0-0.0","853.8000001907349","","","","","","","","54","","","","255","probe-129","","","","","1","[object Object]","49","1","1","","","",""
"","html-keyboard-response","70","316012","0.0-44.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","71","319402","0.0-45.0-0.0","854.4000000953674","","","","","","","","50","0,1,1","6","blank","256","null","0.06524701261158809","0.6882774264573763","0.45659457370850404","1","","","","","","","","",""
"","html-keyboard-response","72","320405","0.0-45.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","73","323635","0.0-46.0-0.0","691.4000000953674","","","","","","","","50","0,0,0","6","blank","257","null","0.0769404050512293","0.6492129778246448","0.3692122875894149","0","","","","","","","","",""
"","html-keyboard-response","74","324640","0.0-46.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","75","328243","0.0-47.0-0.0","1068.5","","","","","","","","51","0,1,1","6","blank","258","null","0.061273866421226994","0.7049869087169875","0.3576328715604995","1","","","","","","","","",""
"","html-keyboard-response","76","329247","0.0-47.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","77","332385","0.0-48.0-0.0","601.7999997138977","","","","","","","","51","0,1,0","6","blank","259","null","0.19150427651798058","0.6060764075827906","0.3547092910712164","0","","","","","","","","",""
"","html-keyboard-response","78","333387","0.0-48.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","79","336794","0.0-49.0-0.0","871.5","","","","","","","","49","0,0,0","6","blank","260","null","0.1381336162037091","0.4727929464859374","0.4157046724274398","0","","","","","","","","",""
"","html-keyboard-response","80","337800","0.0-49.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","81","340310","0.0-50.0-0.0","1000.8999996185303","","","","","","","","55","","","","261","probe-248","","","","","0","[object Object]","null","null","1","","","",""
"","html-keyboard-response","82","341313","0.0-50.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","83","344175","0.0-51.0-0.0","326.40000009536743","","","","","","","","50","0,1,1","6","blank","262","null","0.05682685308315976","0.4978015862532644","0.5094914095405393","1","","","","","","","","",""
"","html-keyboard-response","84","345178","0.0-51.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","85","348296","0.0-52.0-0.0","578.2999997138977","","","","","","","","50","0,0,0","6","blank","263","null","0.09354499155102547","0.5937389837769799","0.29119610718107575","0","","","","","","","","",""
"","html-keyboard-response","86","349299","0.0-52.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","87","353647","0.0-53.0-0.0","1812.4000000953674","","","","","","","","51","0,0,0","6","blank","264","null","0.11622457150848377","0.5744332317725553","0.288721373498944","0","","","","","","","","",""
"","html-keyboard-response","88","354650","0.0-53.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","89","357804","0.0-54.0-0.0","614.8000001907349","","","","","","","","49","0,1,0","6","blank","265","null","0.13678289609755398","0.4864560014813728","0.42144858118756057","0","","","","","","","","",""
"","html-keyboard-response","90","358808","0.0-54.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","91","362073","0.0-55.0-0.0","730.5999999046326","","","","","","","","50","0,1,1","6","blank","266","null","0.05570798685820513","0.55075110253756","0.40671293598795755","1","","","","","","","","",""
"","html-keyboard-response","92","363075","0.0-55.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","93","366825","0.0-56.0-0.0","1210.5","","","","","","","","50","0,1,0","6","blank","267","null","0.21811228496344442","0.49859087892081305","0.2679727858143179","1","","","","","","","","",""
"","html-keyboard-response","94","367828","0.0-56.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","95","371782","0.0-57.0-0.0","2450.9000000953674","","","","","","","","54","","","","268","probe-207","","","","","1","[object Object]","129","3","1","","","",""
"","html-keyboard-response","96","372788","0.0-57.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","97","376859","0.0-58.0-0.0","1532.3000001907349","","","","","","","","50","0,0,0","6","blank","269","null","0.20653210046371215","0.45052677801941243","0.22031228249861193","0","","","","","","","","",""
"","html-keyboard-response","98","377862","0.0-58.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","99","380945","0.0-59.0-0.0","1574.5","","","","","","","","53","","","","270","probe-171","","","","","1","[object Object]","122","3","1","","","",""
"","html-keyboard-response","100","381951","0.0-59.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","101","387993","0.0-60.0-0.0","null","","","","","","","","null","0,0,0","6","blank","271","null","0.20195233694378295","0.6239173645787851","0.31525126029143646","","","","","","","","","",""
"","html-keyboard-response","102","388998","0.0-60.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","103","391663","0.0-61.0-0.0","127.2000002861023","","","","","","","","51","0,1,0","6","blank","272","null","0.16797954089689746","0.6583112857235207","0.23471509515217187","0","","","","","","","","",""
"","html-keyboard-response","104","392665","0.0-61.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","105","395643","0.0-62.0-0.0","442.90000009536743","","","","","","","","51","0,0,0","6","blank","273","null","0.18132180120100777","0.7050533443952152","0.3020646025168648","0","","","","","","","","",""
"","html-keyboard-response","106","396648","0.0-62.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","107","398752","0.0-63.0-0.0","596.7999997138977","","","","","","","","53","","","","274","probe-08","","","","","1","[object Object]","203","5","1","","","",""
"","html-keyboard-response","108","399755","0.0-63.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","109","403712","0.0-64.0-0.0","1419.0999999046326","","","","","","","","51","0,1,0","6","blank","275","null","0.30773340472874505","0.7118224485481404","0.2459937894296046","0","","","","","","","","",""
"","html-keyboard-response","110","404715","0.0-64.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","111","408765","0.0-65.0-0.0","1511","","","","","","","","51","1,1,0","6","blank","276","null","0.38939657157504926","0.7703713189723057","0.37796698206356694","0","","","","","","","","",""
"","html-keyboard-response","112","409766","0.0-65.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","113","412735","0.0-66.0-0.0","431.2000002861023","","","","","","","","51","1,0,1","6","blank","277","null","0.31050943487690746","0.6691223101412994","0.43052992619257846","1","","","","","","","","",""
"","html-keyboard-response","114","413738","0.0-66.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","115","416512","0.0-67.0-0.0","239.40000009536743","","","","","","","","51","0,1,0","6","blank","278","null","0.2622839177418157","0.6720533510400312","0.41300070962419383","0","","","","","","","","",""
"","html-keyboard-response","116","417513","0.0-67.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","117","420486","0.0-68.0-0.0","435.59999990463257","","","","","","","","51","0,1,1","6","blank","279","null","0.15794670363723512","0.6429996394780396","0.46572801762329064","1","","","","","","","","",""
"","html-keyboard-response","118","421490","0.0-68.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","119","423988","0.0-69.0-0.0","990","","","","","","","","53","","","","280","probe-190","","","","","1","[object Object]","84","2","1","","","",""
"","html-keyboard-response","120","424991","0.0-69.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","121","428415","0.0-70.0-0.0","889.2999997138977","","","","","","","","51","0,1,1","6","blank","281","null","0.1983832420589529","0.6717229196273623","0.4905830086185559","1","","","","","","","","",""
"","html-keyboard-response","122","429418","0.0-70.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","123","433122","0.0-71.0-0.0","1164.6000003814697","","","","","","","","51","0,1,0","6","blank","282","null","0.22933203023840343","0.6763641200469132","0.3758147882770478","0","","","","","","","","",""
"","html-keyboard-response","124","434125","0.0-71.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","125","437989","0.0-72.0-0.0","1329.3000001907349","","","","","","","","51","0,1,0","6","blank","283","null","0.1652959587761811","0.6829303283947736","0.3156270375604405","0","","","","","","","","",""
"","html-keyboard-response","126","438992","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","127","445033","0.0-73.0-0.0","null","","","","","","","","null","0,1,1","6","blank","284","null","0.2607498216185948","0.8146983725447539","0.41574340422151596","","","","","","","","","",""
"","html-keyboard-response","128","446037","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","129","450052","0.0-74.0-0.0","1478.0999999046326","","","","","","","","51","0,1,0","6","blank","285","null","0.1179300279043602","0.6761433170443938","0.4664993436067276","0","","","","","","","","",""
"","html-keyboard-response","130","451055","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","131","454674","0.0-75.0-0.0","1081.7999997138977","","","","","","","","49","1,0,0","6","blank","286","null","0.10715088375277128","0.6443010021490335","0.3123014938658827","1","","","","","","","","",""
"","html-keyboard-response","132","455676","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","133","459550","0.0-76.0-0.0","2365.4000000953674","","","","","","","","53","","","","287","probe-11","","","","","1","[object Object]","160","4","1","","","",""
"","html-keyboard-response","134","460553","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","135","463710","0.0-77.0-0.0","618.9000000953674","","","","","","","","49","0,0,0","6","blank","288","null","0.19791119407706265","0.5957406185785891","0.35169645670308686","0","","","","","","","","",""
"","html-keyboard-response","136","464713","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","137","468929","0.0-78.0-0.0","2710.699999809265","","","","","","","","55","","","","289","probe-203","","","","","1","[object Object]","162","4","0","","","",""
"","html-keyboard-response","138","469932","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","139","474016","0.0-79.0-0.0","1545.0999999046326","","","","","","","","50","0,1,1","6","blank","290","null","0.16779594686418478","0.600885481490007","0.3661957999191164","1","","","","","","","","",""
"","html-keyboard-response","140","475020","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","141","479101","0.0-80.0-0.0","1542.5999999046326","","","","","","","","49","0,1,0","6","blank","291","null","0.14585123493087238","0.5560797568934817","0.3379196565316705","0","","","","","","","","",""
"","html-keyboard-response","142","480104","0.0-80.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","143","483950","0.0-81.0-0.0","1306.6999998092651","","","","","","","","51","0,1,0","6","blank","292","null","0.13391544963762061","0.4869930202818716","0.30875358591700347","0","","","","","","","","",""
"","html-keyboard-response","144","484953","0.0-81.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","145","488089","0.0-82.0-0.0","598","","","","","","","","50","1,1,1","6","blank","293","null","0.21275298216705188","0.5287952030945442","0.33821202253299687","1","","","","","","","","",""
"","html-keyboard-response","146","489093","0.0-82.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","147","492372","0.0-83.0-0.0","744.5999999046326","","","","","","","","50","0,1,0","6","blank","294","null","0.15985891711400108","0.5469962175331675","0.3299218759206042","1","","","","","","","","",""
"","html-keyboard-response","148","493375","0.0-83.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","149","497065","0.0-84.0-0.0","2185.699999809265","","","","","","","","53","","","","295","probe-198","","","","","1","[object Object]","165","4","1","","","",""
