"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","probe","probed_trial_n","probed_context_n"
"","html-keyboard-response","42","242269","0.0-30.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","43","246780","0.0-31.0-0.0","1937.8000000715256","","","","","","","","51","0,0,0","6","blank","242","null","0.16132621220755053","0.3192484273859244","0.6459303220474369","0","","","","","","","",""
"","html-keyboard-response","44","247798","0.0-31.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","45","250813","0.0-32.0-0.0","429.7000000476837","","","","","","","","49","0,1,1","6","blank","243","null","0.07653487886015836","0.5228532310694466","0.4329939881006122","0","","","","","","","",""
"","html-keyboard-response","46","251819","0.0-32.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","47","254682","0.0-33.0-0.0","268.89999997615814","","","","","","","","50","0,0,1","6","blank","244","null","0.13141862384470313","0.5021078787787375","0.5194582882146275","0","","","","","","","",""
"","html-keyboard-response","48","255689","0.0-33.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","49","258958","0.0-34.0-0.0","670.8999999761581","","","","","","","","51","0,0,1","6","blank","245","null","0.11854461407268291","0.5751449589832938","0.37964962334507446","1","","","","","","","",""
"","html-keyboard-response","50","259961","0.0-34.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","51","262868","0.0-35.0-0.0","343.5","","","","","","","","51","0,1,0","6","blank","246","null","0.12568085188263964","0.7662352278088479","0.4261131192880058","0","","","","","","","",""
"","html-keyboard-response","52","263873","0.0-35.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","53","267935","0.0-36.0-0.0","2545.7000000476837","","","","","","","","55","","","","247","probe-72","","","","","1","[object Object]","202","5","0","","",""
"","html-keyboard-response","54","268952","0.0-36.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","55","272688","0.0-37.0-0.0","1130.2000000476837","","","","","","","","49","0,1,0","6","blank","248","null","0.243972917519649","0.7743332445655066","0.2897900295741107","0","","","","","","","",""
"","html-keyboard-response","56","273695","0.0-37.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","57","276713","0.0-38.0-0.0","409.60000002384186","","","","","","","","50","0,0,1","6","blank","249","null","0.27448385162341177","0.7549454404612348","0.2296454457546402","0","","","","","","","",""
"","html-keyboard-response","58","277730","0.0-38.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","59","281812","0.0-39.0-0.0","2566.899999976158","","","","","","","","56","","","","250","probe-197","","","","","1","[object Object]","42","1","0","","",""
"","html-keyboard-response","60","282817","0.0-39.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","61","287073","0.0-40.0-0.0","1658.3999999761581","","","","","","","","49","1,1,1","6","blank","251","null","0.12892439295841024","0.7809897436321049","0.2559126688236626","1","","","","","","","",""
"","html-keyboard-response","62","288077","0.0-40.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","63","291562","0.0-41.0-0.0","894.8999999761581","","","","","","","","50","0,1,1","6","blank","252","null","0.12050048664205174","0.7640353571848106","0.2599561555897269","1","","","","","","","",""
"","html-keyboard-response","64","292568","0.0-41.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","65","295668","0.0-42.0-0.0","484.09999990463257","","","","","","","","51","0,1,1","6","blank","253","null","0.08388088830485854","0.6744349377621456","0.26134140277102036","1","","","","","","","",""
"","html-keyboard-response","66","296671","0.0-42.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","67","299949","0.0-43.0-0.0","674.6000000238419","","","","","","","","49","0,0,0","6","blank","254","null","0.09029734889770927","0.7434287827581219","0.389898840312754","0","","","","","","","",""
"","html-keyboard-response","68","300958","0.0-43.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","69","304070","0.0-44.0-0.0","550.5","","","","","","","","50","0,0,0","6","blank","255","null","0.1707607763737046","0.7728543473518471","0.3401003578007002","0","","","","","","","",""
"","html-keyboard-response","70","305074","0.0-44.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","71","308874","0.0-45.0-0.0","2272.600000023842","","","","","","","","56","","","","256","probe-186","","","","","1","[object Object]","43","1","0","","",""
"","html-keyboard-response","72","309878","0.0-45.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","73","314520","0.0-46.0-0.0","2034.5","","","","","","","","51","0,1,1","6","blank","257","null","0.13520773185846785","0.6772945549016569","0.1660308655178198","1","","","","","","","",""
"","html-keyboard-response","74","315524","0.0-46.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","75","321558","0.0-47.0-0.0","null","","","","","","","","null","","","","258","probe-81","","","","","1","[object Object]","167","4","0","","",""
"","html-keyboard-response","76","322561","0.0-47.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","77","326236","0.0-48.0-0.0","1100.4000000953674","","","","","","","","50","0,1,0","6","blank","259","null","0.060595979733039734","0.5213711054296204","0.13561882869278113","1","","","","","","","",""
"","html-keyboard-response","78","327243","0.0-48.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","79","330269","0.0-49.0-0.0","420.59999990463257","","","","","","","","51","0,0,1","6","blank","260","null","0.13803531615621636","0.5750984053719657","0.22437469839884866","1","","","","","","","",""
"","html-keyboard-response","80","331271","0.0-49.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","81","334297","0.0-50.0-0.0","430","","","","","","","","51","0,0,1","6","blank","261","null","0.1315563380518611","0.4942228316556751","0.2555589270475135","1","","","","","","","",""
"","html-keyboard-response","82","335303","0.0-50.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","83","339714","0.0-51.0-0.0","2895","","","","","","","","53","","","","262","probe-133","","","","","1","[object Object]","88","2","1","","",""
"","html-keyboard-response","84","340720","0.0-51.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","85","344945","0.0-52.0-0.0","1645","","","","","","","","50","0,1,1","6","blank","263","null","0.16371654661019677","0.4723051130430669","0.33029092954598915","1","","","","","","","",""
"","html-keyboard-response","86","345952","0.0-52.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","87","348970","0.0-53.0-0.0","416.2999999523163","","","","","","","","50","0,0,0","6","blank","264","null","0.1555002076126823","0.5891121285879971","0.3702548071097219","0","","","","","","","",""
"","html-keyboard-response","88","349975","0.0-53.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","89","353397","0.0-54.0-0.0","1904.7999999523163","","","","","","","","54","","","","265","probe-234","","","","","0","[object Object]","null","null","0","","",""
"","html-keyboard-response","90","354405","0.0-54.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","91","358746","0.0-55.0-0.0","1735.1999999284744","","","","","","","","50","0,1,0","6","blank","266","null","0.10343015397056408","0.7125652475547559","0.41184654837897333","1","","","","","","","",""
"","html-keyboard-response","92","359750","0.0-55.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","93","362720","0.0-56.0-0.0","408.60000002384186","","","","","","","","51","0,1,1","6","blank","267","null","0.05330419032687017","0.5929255454545289","0.3502891672047955","1","","","","","","","",""
"","html-keyboard-response","94","363724","0.0-56.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","95","366882","0.0-57.0-0.0","599.5","","","","","","","","51","0,0,0","6","blank","268","null","0.09997038627036321","0.6340307549295569","0.34406397823326496","0","","","","","","","",""
"","html-keyboard-response","96","367900","0.0-57.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","break","97","371009","0.0-57.0-2.0","3106.7999999523163","<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","98","375323","0.0-57.0-3.0","1699.5","","","","","","","","50","0,1,0","6","blank","269","null","0.11772902087271017","0.736044912841148","0.3541762701659073","1","","","","","","","",""
"","html-keyboard-response","99","376329","0.0-57.0-4.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","100","379351","0.0-58.0-0.0","464","","","","","","","","51","0,1,1","6","blank","270","null","0.2201289492492147","0.5217535687379318","0.48139906838814733","1","","","","","","","",""
"","html-keyboard-response","101","380367","0.0-58.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","102","383588","0.0-59.0-0.0","668.2999999523163","","","","","","","","51","0,1,0","6","blank","271","null","0.3433140857001185","0.4044614554278989","0.4182411942652444","0","","","","","","","",""
"","html-keyboard-response","103","384593","0.0-59.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","104","388033","0.0-60.0-0.0","1922.1999999284744","","","","","","","","55","","","","272","probe-56","","","","","1","[object Object]","126","3","0","","",""
"","html-keyboard-response","105","389051","0.0-60.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","106","392819","0.0-61.0-0.0","1169.2000000476837","","","","","","","","50","0,0,1","6","blank","273","null","0.24945805897259327","0.4986210159974756","0.4820297931728024","0","","","","","","","",""
"","html-keyboard-response","107","393824","0.0-61.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","108","397082","0.0-62.0-0.0","686.6000000238419","","","","","","","","51","0,0,1","6","blank","274","null","0.241790504618386","0.5892250766025324","0.29721258210502444","1","","","","","","","",""
"","html-keyboard-response","109","398100","0.0-62.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","110","401502","0.0-63.0-0.0","795.1000000238419","","","","","","","","51","0,1,0","6","blank","275","null","0.21170183940158305","0.8224394856016918","0.28498112848875357","0","","","","","","","",""
"","html-keyboard-response","111","402506","0.0-63.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","112","405899","0.0-64.0-0.0","798.1000000238419","","","","","","","","51","0,0,0","6","blank","276","null","0.19253893325020577","0.6869326822702674","0.33606166037159846","0","","","","","","","",""
"","html-keyboard-response","113","406904","0.0-64.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","114","409781","0.0-65.0-0.0","315.90000009536743","","","","","","","","50","0,0,0","6","blank","277","null","0.0955561250237881","0.675450208596382","0.33012853153998484","0","","","","","","","",""
"","html-keyboard-response","115","410783","0.0-65.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","116","414111","0.0-66.0-0.0","731","","","","","","","","50","0,1,0","6","blank","278","null","0.05859888171386965","0.6420278784392106","0.23222130232128876","1","","","","","","","",""
"","html-keyboard-response","117","415114","0.0-66.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","118","419594","0.0-67.0-0.0","2958","","","","","","","","56","","","","279","probe-96","","","","","1","[object Object]","86","2","0","","",""
"","html-keyboard-response","119","420599","0.0-67.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","120","424300","0.0-68.0-0.0","1127.1000000238419","","","","","","","","51","0,0,0","6","blank","280","null","0.05970269473082306","0.7143082880134352","0.1417426760980449","0","","","","","","","",""
"","html-keyboard-response","121","425304","0.0-68.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","122","428858","0.0-69.0-0.0","974.6000000238419","","","","","","","","50","0,0,0","6","blank","281","null","0.11615833708209056","0.7382753907687194","0.1352766897460479","0","","","","","","","",""
"","html-keyboard-response","123","429865","0.0-69.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","124","432678","0.0-70.0-0.0","242.39999997615814","","","","","","","","49","0,0,0","6","blank","282","null","0.07493033107979176","0.46995435149896053","0.30819087787044813","0","","","","","","","",""
"","html-keyboard-response","125","433688","0.0-70.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","126","436692","0.0-71.0-0.0","398.90000009536743","","","","","","","","50","0,1,0","6","blank","283","null","0.11269445523694196","0.386557280419535","0.2185598990415749","1","","","","","","","",""
"","html-keyboard-response","127","437695","0.0-71.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","128","440755","0.0-72.0-0.0","498.5","","","","","","","","50","0,0,0","6","blank","284","null","0.07642768208713477","0.3131773594285528","0.23436352909296593","0","","","","","","","",""
"","html-keyboard-response","129","441760","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","130","444411","0.0-73.0-0.0","98.09999990463257","","","","","","","","51","0,0,0","6","blank","285","null","0.08614739216463108","0.46059592362952634","0.15278999263031415","0","","","","","","","",""
"","html-keyboard-response","131","445427","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","132","449211","0.0-74.0-0.0","2256.899999976158","","","","","","","","54","","","","286","probe-128","","","","","1","[object Object]","208","5","1","","",""
"","html-keyboard-response","133","450219","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","134","454137","0.0-75.0-0.0","1371.6999999284744","","","","","","","","51","0,0,0","6","blank","287","null","0.19122954937523579","0.5824260160578637","0.1730955363894753","0","","","","","","","",""
"","html-keyboard-response","135","455152","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","136","459424","0.0-76.0-0.0","2757.5","","","","","","","","54","","","","288","probe-121","","","","","1","[object Object]","49","1","1","","",""
"","html-keyboard-response","137","460429","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","138","464172","0.0-77.0-0.0","1179.6000000238419","","","","","","","","51","1,1,0","6","blank","289","null","0.1373863640085615","0.8241328615095358","0.2129247386231533","0","","","","","","","",""
"","html-keyboard-response","139","465190","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","140","468391","0.0-78.0-0.0","622.4000000953674","","","","","","","","50","0,0,0","6","blank","290","null","0.13723400556208934","0.6276556002933881","0.22754160850692662","0","","","","","","","",""
"","html-keyboard-response","141","469408","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","142","472481","0.0-79.0-0.0","489.6999999284744","","","","","","","","50","0,1,1","6","blank","291","null","0.3042743482680313","0.710981744473156","0.23758263397964588","1","","","","","","","",""
"","html-keyboard-response","143","473487","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","144","476815","0.0-80.0-0.0","727.9000000953674","","","","","","","","49","1,1,0","6","blank","292","null","0.36021032157891036","0.6286412714611535","0.26700266719723764","1","","","","","","","",""
"","html-keyboard-response","145","477822","0.0-80.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","146","480742","0.0-81.0-0.0","363.2000000476837","","","","","","","","50","0,0,1","6","blank","293","null","0.41234675567528173","0.4593007042710995","0.563815436091113","0","","","","","","","",""
"","html-keyboard-response","147","481759","0.0-81.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","148","485685","0.0-82.0-0.0","2406","","","","","","","","56","","","","294","probe-210","","","","","1","[object Object]","203","5","0","","",""
"","html-keyboard-response","149","486691","0.0-82.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
