"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","probe","probed_trial_n","probed_context_n","context_im"
"","explain_probe_1","10","109010","0.0-10.0","null","run_exp/static/audio/clip_33_recognition_1.m4a","null","","","","","<div class='center'><p> Sometimes you’ll be shown a ship, and you will be asked if you saw this ship on a past island.</p><p> Here is an example of what you will see.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","111916","0.0-11.0","2902.8000000044703","<div class='center'><p> Sometimes you’ll be shown a ship, and you will be asked if you saw this ship on a past island.</p><p> Here is an example of what you will see.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_probe_2","12","138755","0.0-12.0","null","run_exp/static/audio/clip_34_recognition_2.m4a","null","","","","","<div class='center'><p> You will press the 5, 6, 7, 8 keys on your keyboard to respond.</p><p>If you are very sure saw the ship, press <b>5</b> on your keyboard.</p><p> If you think you  saw it before but are not sure, then press <b>6</b>.</p><p> If you think you have <b>not</b> seen it before but are not sure, then press <b>7</b>.</p><p> If you are sure you did <b>not</b> see the ship before, then press <b>8</b>.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","13","139720","0.0-13.0","963.2000000029802","<div class='center'><p> You will press the 5, 6, 7, 8 keys on your keyboard to respond.</p><p>If you are very sure saw the ship, press <b>5</b> on your keyboard.</p><p> If you think you  saw it before but are not sure, then press <b>6</b>.</p><p> If you think you have <b>not</b> seen it before but are not sure, then press <b>7</b>.</p><p> If you are sure you did <b>not</b> see the ship before, then press <b>8</b>.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_outcome","14","161256","0.0-14.0","null","run_exp/static/audio/clip_35_recognition_3.m4a","null","","","","","<div class='center'><p> If you remember correctly, then you’ll get a gold coin like this: </p><p><img src='run_exp/static/images/tutorial/reward_small.png' height='200'></p><p>If you do not remember correctly, then you'll see a red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='200'></p><p>Importantly, when you are shown a ship, take the time to remind yourself which island you saw it on. This will help you in the next part of the study.</p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","15","162630","0.0-15.0","1372.7999999970198","<div class='center'><p> If you remember correctly, then you’ll get a gold coin like this: </p><p><img src='run_exp/static/images/tutorial/reward_small.png' height='200'></p><p>If you do not remember correctly, then you'll see a red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='200'></p><p>Importantly, when you are shown a ship, take the time to remind yourself which island you saw it on. This will help you in the next part of the study.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","begin_test_phase","16","187147","0.0-16.0","null","run_exp/static/audio/clip_36_begin_final.m4a","null","","","","","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","17","187521","0.0-17.0","309.8999999985099","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","18","191533","0.0-18.0","null","","","","","","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","19","195225","0.0-19.0-0.0","1138.6999999955297","","","","","","","","49","1,1,0","6","blank","230","null","0.542151369352646","0.29149024376876853","0.16899940155247767","1","","","","","","","","",""
"","html-keyboard-response","20","196228","0.0-19.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","21","199005","0.0-20.0-0.0","228.29999999701977","","","","","","","","49","0,0,0","6","blank","231","null","0.5373152434851775","0.3476027604511586","0.10999557806284056","0","","","","","","","","",""
"","html-keyboard-response","22","200010","0.0-20.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","23","202622","0.0-21.0-0.0","63.600000001490116","","","","","","","","51","1,0,0","6","blank","232","null","0.48726729357810983","0.4098163726824556","0.14493776663246366","0","","","","","","","","",""
"","html-keyboard-response","24","203625","0.0-21.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","25","206375","0.0-22.0-0.0","205","","","","","","","","50","0,0,0","6","blank","233","null","0.453154868393208","0.3689323703793694","0.07442511611176367","0","","","","","","","","",""
"","html-keyboard-response","26","207382","0.0-22.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","27","210224","0.0-23.0-0.0","293","","","","","","","","49","1,0,0","6","blank","234","null","0.5173749747991262","0.23752563245432065","0.05747843600798337","1","","","","","","","","",""
"","html-keyboard-response","28","211225","0.0-23.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","29","214481","0.0-24.0-0.0","709","","","","","","","","49","0,0,0","6","blank","235","null","0.657440782574808","0.2315079151534753","0.07728829855633947","0","","","","","","","","",""
"","html-keyboard-response","30","215483","0.0-24.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","31","218511","0.0-25.0-0.0","484","","","","","","","","51","1,0,0","6","blank","236","null","0.7287442342821571","0.26527119142427685","0.157645971291416","0","","","","","","","","",""
"","html-keyboard-response","32","219513","0.0-25.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","33","222280","0.0-26.0-0.0","217.10000000149012","","","","","","","","49","1,0,0","6","blank","237","null","0.7763792473675729","0.23825183631080304","0.24847015664827163","1","","","","","","","","",""
"","html-keyboard-response","34","223287","0.0-26.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","35","226175","0.0-27.0-0.0","332.80000000447035","","","","","","","","49","1,1,0","6","blank","238","null","0.6844390115046934","0.39329020367227446","0.17203346811331788","1","","","","","","","","",""
"","html-keyboard-response","36","227177","0.0-27.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","37","230458","0.0-28.0-0.0","724","","","","","","","","49","1,0,0","6","blank","239","null","0.7092237918907028","0.3389730985790476","0.2818380781086891","1","","","","","","","","",""
"","html-keyboard-response","38","231464","0.0-28.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","39","235491","0.0-29.0-0.0","1473.2999999970198","","","","","","","","51","1,0,0","6","blank","240","null","0.5958445916017282","0.3520016342113845","0.22223086580425871","0","","","","","","","","",""
"","html-keyboard-response","40","236497","0.0-29.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","41","242516","0.0-30.0-0.0","null","","","","","","","","null","","","","241","probe-116","","","","","1","[object Object]","48","1","0","","","",""
"","html-keyboard-response","42","243520","0.0-30.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","43","247202","0.0-31.0-0.0","1132.5999999940395","","","","","","","","49","1,0,0","6","blank","242","null","0.5752447383565851","0.40075338575794656","0.28288968854207563","1","","","","","","","","",""
"","html-keyboard-response","44","248208","0.0-31.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","45","250757","0.0-32.0-0.0","0.19999999552965164","","","","","","","","49","1,0,0","6","blank","243","null","0.44273865679473284","0.4836519191461637","0.25449082879613455","1","","","","","","","","",""
"","html-keyboard-response","46","251759","0.0-32.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","47","254586","0.0-33.0-0.0","273.5","","","","","","","","49","1,1,1","6","blank","244","null","0.12095243901399236","0.5109848754756768","0.23828775125458077","1","","","","","","","","",""
"","html-keyboard-response","48","255593","0.0-33.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","49","258217","0.0-34.0-0.0","1111.6999999955297","","","","","","","","53","","","","245","probe-85","","","","","1","[object Object]","124","3","1","","","",""
"","html-keyboard-response","50","259218","0.0-34.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","51","262295","0.0-35.0-0.0","527.3999999985099","","","","","","","","49","0,1,0","6","blank","246","null","0.18879078196518678","0.5968944027595091","0.10536175000903242","0","","","","","","","","",""
"","html-keyboard-response","52","263300","0.0-35.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","53","265730","0.0-36.0-0.0","917.2999999970198","","","","","","","","53","","","","247","probe-247","","","","","0","[object Object]","null","null","0","","","",""
"","html-keyboard-response","54","266733","0.0-36.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","55","270093","0.0-37.0-0.0","808","","","","","","","","50","0,1,0","6","blank","248","null","0.12748768912654343","0.5367340732065659","0.13583940608518583","1","","","","","","","","",""
"","html-keyboard-response","56","271098","0.0-37.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","57","273694","0.0-38.0-0.0","46.20000000298023","","","","","","","","50","0,0,0","6","blank","249","null","0.18412955083508975","0.5226847251268437","0.18264019839669945","0","","","","","","","","",""
"","html-keyboard-response","58","274697","0.0-38.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","59","277242","0.0-39.0-0.0","0.19999999552965164","","","","","","","","50","0,1,0","6","blank","250","null","0.13787400191658492","0.5811916432067746","0.22423133783576524","1","","","","","","","","",""
"","html-keyboard-response","60","278246","0.0-39.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","61","281080","0.0-40.0-0.0","287.70000000298023","","","","","","","","50","0,1,0","6","blank","251","null","0.11105912722906182","0.6611524039750422","0.2699549715991122","1","","","","","","","","",""
"","html-keyboard-response","62","282082","0.0-40.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","63","284930","0.0-41.0-0.0","303.6000000014901","","","","","","","","50","0,1,0","6","blank","252","null","0.1386880393869868","0.6146344503416107","0.37995716184467365","1","","","","","","","","",""
"","html-keyboard-response","64","285937","0.0-41.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","65","288888","0.0-42.0-0.0","404.90000000596046","","","","","","","","50","0,0,0","6","blank","253","null","0.189921125296733","0.5856457126691401","0.3945172483775997","0","","","","","","","","",""
"","html-keyboard-response","66","289894","0.0-42.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","67","292775","0.0-43.0-0.0","1371.5","","","","","","","","53","","","","254","probe-219","","","","","1","[object Object]","47","1","1","","","",""
"","html-keyboard-response","68","293779","0.0-43.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","69","296878","0.0-44.0-0.0","554.7999999970198","","","","","","","","50","0,0,1","6","blank","255","null","0.08342518800017089","0.6098651422298972","0.2859294497472544","0","","","","","","","","",""
"","html-keyboard-response","70","297885","0.0-44.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","71","300435","0.0-45.0-0.0","0.09999999403953552","","","","","","","","51","0,1,0","6","blank","256","null","0.27193793642318315","0.5890369899883978","0.2453942922194656","0","","","","","","","","",""
"","html-keyboard-response","72","301440","0.0-45.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","73","304033","0.0-46.0-0.0","44.20000000298023","","","","","","","","51","0,1,0","6","blank","257","null","0.1738557928067064","0.5502781900139566","0.271678967139709","0","","","","","","","","",""
"","html-keyboard-response","74","305037","0.0-46.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","75","307447","0.0-47.0-0.0","896.1000000014901","","","","","","","","53","","","","258","probe-136","","","","","1","[object Object]","43","1","1","","","",""
"","html-keyboard-response","76","308448","0.0-47.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","77","311514","0.0-48.0-0.0","521.5","","","","","","","","49","0,1,0","6","blank","259","null","0.08896502074126798","0.6721954069098734","0.3554175056731043","0","","","","","","","","",""
"","html-keyboard-response","78","312515","0.0-48.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","79","315096","0.0-49.0-0.0","31.30000000447035","","","","","","","","51","0,0,1","6","blank","260","null","0.10697016544042715","0.6350253621496225","0.3265807538166196","1","","","","","","","","",""
"","html-keyboard-response","80","316103","0.0-49.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","81","318952","0.0-50.0-0.0","300.79999999701977","","","","","","","","51","0,1,0","6","blank","261","null","0.08009290046633454","0.6529051486874292","0.29731157082634","0","","","","","","","","",""
"","html-keyboard-response","82","319958","0.0-50.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","83","322817","0.0-51.0-0.0","308.30000000447035","","","","","","","","50","0,1,0","6","blank","262","null","0.17776706118011823","0.6944299542973227","0.32996957830949347","1","","","","","","","","",""
"","html-keyboard-response","84","323823","0.0-51.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","85","326866","0.0-52.0-0.0","499.8999999985099","","","","","","","","50","0,1,1","6","blank","263","null","0.14724881741257992","0.7123755517647504","0.3410256142274089","1","","","","","","","","",""
"","html-keyboard-response","86","327868","0.0-52.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","87","330197","0.0-53.0-0.0","816.2000000029802","","","","","","","","56","","","","264","probe-145","","","","","1","[object Object]","160","4","0","","","",""
"","html-keyboard-response","88","331201","0.0-53.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","89","334513","0.0-54.0-0.0","764","","","","","","","","50","0,0,0","6","blank","265","null","0.06693951570907034","0.6013342601039013","0.2880728963355163","0","","","","","","","","",""
"","html-keyboard-response","90","335518","0.0-54.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","91","338161","0.0-55.0-0.0","91.89999999850988","","","","","","","","49","0,1,1","6","blank","266","null","0.059096913005857954","0.7740943605911176","0.3001978524684661","0","","","","","","","","",""
"","html-keyboard-response","92","339166","0.0-55.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","93","341785","0.0-56.0-0.0","71.39999999850988","","","","","","","","51","0,1,0","6","blank","267","null","0.13646305681436569","0.7392821717896927","0.17386735658076663","0","","","","","","","","",""
"","html-keyboard-response","94","342786","0.0-56.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","95","345957","0.0-57.0-0.0","622","","","","","","","","50","0,1,0","6","blank","268","null","0.23139975627992207","0.7818615254917068","0.17198004122530983","1","","","","","","","","",""
"","html-keyboard-response","96","346961","0.0-57.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","break","97","358241","0.0-57.0-2.0","11278.89999999851","<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","98","361941","0.0-57.0-3.0","1151.8999999985099","","","","","","","","49","1,0,0","6","blank","269","null","0.17113550922021672","0.5860089359118428","0.21727338333272253","1","","","","","","","","",""
"","html-keyboard-response","99","362945","0.0-57.0-4.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","100","366023","0.0-58.0-0.0","534.6999999955297","","","","","","","","49","0,1,0","6","blank","270","null","0.17257198618476544","0.6805534525851068","0.3288782480471623","0","","","","","","","","",""
"","html-keyboard-response","101","367029","0.0-58.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","102","369731","0.0-59.0-0.0","153.60000000149012","","","","","","","","51","0,0,1","6","blank","271","null","0.2621328872090819","0.7964998601600524","0.5133498181104814","1","","","","","","","","",""
"","html-keyboard-response","103","370736","0.0-59.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","104","373634","0.0-60.0-0.0","338.80000000447035","","","","","","","","51","0,0,1","6","blank","272","null","0.30905186020431","0.6621236218013371","0.2866553340516623","1","","","","","","","","",""
"","html-keyboard-response","105","374639","0.0-60.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","106","377085","0.0-61.0-0.0","934.1999999955297","","","","","","","","53","","","","273","probe-87","","","","","1","[object Object]","80","2","1","","","",""
"","html-keyboard-response","107","378091","0.0-61.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","108","381052","0.0-62.0-0.0","406.3999999985099","","","","","","","","51","0,0,1","6","blank","274","null","0.22936332063642997","0.6180355796485323","0.34482601462833656","1","","","","","","","","",""
"","html-keyboard-response","109","382058","0.0-62.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","110","384341","0.0-63.0-0.0","770","","","","","","","","54","","","","275","probe-159","","","","","1","[object Object]","126","3","1","","","",""
"","html-keyboard-response","111","385346","0.0-63.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","112","388650","0.0-64.0-0.0","757","","","","","","","","51","1,0,0","6","blank","276","null","0.1696739570776846","0.606630204349009","0.44302719941673785","0","","","","","","","","",""
"","html-keyboard-response","113","389653","0.0-64.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","114","391948","0.0-65.0-0.0","785","","","","","","","","53","","","","277","probe-213","","","","","1","[object Object]","162","4","1","","","",""
"","html-keyboard-response","115","392953","0.0-65.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","116","395900","0.0-66.0-0.0","397.90000000596046","","","","","","","","50","0,1,1","6","blank","278","null","0.16886519526411317","0.6695221468925812","0.3863434226146216","1","","","","","","","","",""
"","html-keyboard-response","117","396906","0.0-66.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","118","399221","0.0-67.0-0.0","805.2000000029802","","","","","","","","54","","","","279","probe-218","","","","","1","[object Object]","84","2","1","","","",""
"","html-keyboard-response","119","400227","0.0-67.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","120","403256","0.0-68.0-0.0","469","","","","","","","","49","0,1,1","6","blank","280","null","0.07609975233438246","0.6616371637232217","0.35601918318336423","0","","","","","","","","",""
"","html-keyboard-response","121","404261","0.0-68.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","122","406626","0.0-69.0-0.0","851.8000000044703","","","","","","","","54","","","","281","probe-27","","","","","1","[object Object]","204","5","1","","","",""
"","html-keyboard-response","123","407629","0.0-69.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","124","410621","0.0-70.0-0.0","446","","","","","","","","49","0,0,0","6","blank","282","null","0.1283834074016605","0.8117607380930454","0.29314527022372316","0","","","","","","","","",""
"","html-keyboard-response","125","411627","0.0-70.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","126","414042","0.0-71.0-0.0","902.1000000014901","","","","","","","","54","","","","283","probe-78","","","","","1","[object Object]","123","3","1","","","",""
"","html-keyboard-response","127","415046","0.0-71.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","128","417927","0.0-72.0-0.0","330.90000000596046","","","","","","","","51","0,0,1","6","blank","284","null","0.09006065635350174","0.632208989362996","0.292098958156726","1","","","","","","","","",""
"","html-keyboard-response","129","418931","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","130","422077","0.0-73.0-0.0","596.3999999985099","","","","","","","","49","1,0,0","6","blank","285","null","0.05518855344869814","0.6855440412411822","0.27707767512819464","1","","","","","","","","",""
"","html-keyboard-response","131","423082","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","132","425097","0.0-74.0-0.0","507.79999999701977","","","","","","","","53","","","","286","probe-54","","","","","1","[object Object]","201","5","1","","","",""
"","html-keyboard-response","133","426100","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","134","429102","0.0-75.0-0.0","452.59999999403954","","","","","","","","49","0,1,0","6","blank","287","null","0.06480302134093846","0.767077616430418","0.25647704254405546","0","","","","","","","","",""
"","html-keyboard-response","135","430107","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","136","433023","0.0-76.0-0.0","366.59999999403954","","","","","","","","51","0,0,1","6","blank","288","null","0.07215740655275672","0.5345115927466977","0.3159624588153271","1","","","","","","","","",""
"","html-keyboard-response","137","434026","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","138","436989","0.0-77.0-0.0","415.29999999701977","","","","","","","","51","0,1,1","6","blank","289","null","0.07623216241129722","0.4711489521435662","0.33683928820957987","1","","","","","","","","",""
"","html-keyboard-response","139","437995","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","140","440306","0.0-78.0-0.0","797.8999999985099","","","","","","","","53","","","","290","probe-108","","","","","1","[object Object]","164","4","1","","","",""
"","html-keyboard-response","141","441311","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","142","444738","0.0-79.0-0.0","880.6000000014901","","","","","","","","51","0,1,1","6","blank","291","null","0.19267279515320204","0.6270943553195619","0.3116757347128645","1","","","","","","","","",""
"","html-keyboard-response","143","445744","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","144","448533","0.0-80.0-0.0","239.79999999701977","","","","","","","","51","0,1,0","6","blank","292","null","0.25400388850042804","0.5870856864218901","0.43100638707313466","0","","","","","","","","",""
"","html-keyboard-response","145","449534","0.0-80.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","146","452391","0.0-81.0-0.0","311.8999999985099","","","","","","","","50","0,0,0","6","blank","293","null","0.274738417599871","0.6196873887414437","0.30137667876851765","0","","","","","","","","",""
"","html-keyboard-response","147","453393","0.0-81.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","148","456672","0.0-82.0-0.0","726.1999999955297","","","","","","","","50","0,1,0","6","blank","294","null","0.2947026893786182","0.5101607324959463","0.2640590879979736","1","","","","","","","","",""
